,WINDOWS,,,,,,,,,,,,
,"PROJECT NAME:    Sample Project DOE Prototype
SCENARIO:              Baseline
BEAM VERSION:     V1.1",SECTION COMPLETE?,False,,,,"2,847   ","2,847   ",0   ,0   ,,,T07
"
Select materials in your project using the checkboxes (col. G). Once selected, the emissions of these materials will be added to the section SUBTOTAL (G2) and to the project total. 

The NET CARBON column (col. H) presents the net material carbon emissions (EMISSIONS minus STORAGE) of each material based on the QUANTITY and PERCENTAGE entered. 

Where applicable, the R-VALUE, THICKNESS, FRAMING SPACING, etc. must be entered in the AVACADO GREEN cells.

Update the PERCENTAGE value (col. E) as appropriate. Understand that the carbon values will only update for that row, after which comparison with other rows may no longer be valid.
",,,,,,,,,,,,,
CATEGORY,MATERIAL,QUANTITY,UNITS,%,,SELECT,"NET
EMISSIONS
kg CO₂e","GROSS
EMISSIONS
kg CO₂e","STORAGE
Short Cycle
kg CO₂🤚","STORAGE
Long Cycle
kg CO₂ 🤚","SELECT
Long Cycle",FOOTNOTE,ID
WINDOWS – DOUBLE-GLAZED,,,,,,,,,,,,,T07|C01
DOUBLE-GLAZED WINDOWS – AVERAGE,,,,,,,,,,,,,T07|C01|S01
,Window - double-glazed / Fiberglass frame / BfCA Study [US & CA],33.1,m²,1.0,,False,3773.4,3773.4,0,0,,,T07|C01|S01|a4f3bf
,"Window - double-glazed / Wood frame, aluminum cladding / BfCA Study [US & CA]",33.1,m²,1.0,,False,3276.9,3276.9,0,269.45055,False,BfCA BioC calc by mass,T07|C01|S01|6f579d
,Window - double-glazed / Vinyl frame / BfCA Study [US & CA],33.1,m²,1.0,,True,2846.6,2846.6,0,0,,,T07|C01|S01|1c4002
,"Window, double-glazed, PVC-U frame, tilt & turn / [Industry Avg | EU]",33.1,m²,1.0,,False,2621.52,2621.52,0,0,,,T07|C01|S01|www114
,Window - double-glazed / Wood frame / BfCA Study [US & CA],33.1,m²,1.0,,False,2383.2,2383.2,0,543.78666,False,BfCA BioC calc by mass,T07|C01|S01|5644c4
DOUBLE-GLAZED WINDOWS – PRODUCT-SPECIFIC,,,,,,,,,,,,,T07|C01|S02
,"Window, double-glazed, aluminum frame / Kawneer / Optiq AA4325, 8225TL|TLF, 526, AA 6400|6500, NX-300|3000 / Projected & casement",33.1,m²,1.0,,False,7348.2,7348.2,0,0,,,T07|C01|S02|WWW116
,"Window, double-glazed, aluminum frame / Kawneer / OptiQ AA5450, TR-9100, 8400TL, AA6400|6500|6600 / Hung & sliding",33.1,m²,1.0,,False,6222.8,6222.8,0,0,,,T07|C01|S02|WWW115
,"Window, double-glazed, aluminum frame / EFCO / Xtherm, 875V, 2700, 2701, 450G, 590X, 6725, PG32, PX32, WV410, WV430 / Projected & casement",33.1,m²,1.0,,False,4841.868,4841.868,0,0,,,T07|C01|S02|WWW120
