"","FLOORS","","","","","","","","","","","",""
"","PROJECT NAME:    Sample Project DOE Prototype
SCENARIO:              Baseline
BEAM VERSION:     V1.1","","FALSE","","","","","","","","","","T09"
"CATEGORY","MATERIAL","","UNITS","","","","","","","","","FOOTNOTE","ID"
"OPEN WEB STEEL JOIST FLOOR FRAMING","","","","","","","","","","","","","T09|C01"
"OPEN WEB STEEL FLOOR JOIST SYSTEM","","","","","","","","","","","","","T09|C01|S01"
"","Wood I joist / TJI 230/360 / 14"" Depth / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","612","612","0","2,417","FALSE","Expired 2025","T09|C03|S01|a6h0p2"
"","Wood I joist / TJI 230/360 / 11-7/8"" Depth / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","TRUE","556","556","0","2,197","FALSE","Expired 2025","T09|C03|S01|cec541"
"","Wood I joist / TJI 230/360 / 9-1/2"" Depth / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","500","500","0","1,977","FALSE","Expired 2025","T09|C03|S01|d92kl5"
"","Wood I joist / RedBuilt / Red-I Joists / Red I-65 / 16"" depth, 2.5 x 1.5"" LVL flanges","104.4","m²","100%","","FALSE","1,339","1,339","0","2,581","FALSE","BfCA BioC calc by mass","T09|C03|S01|WIJ005"
"","Wood I joist / RedBuilt / Red-I Joists / Red I-65 / 14"" depth, 2.5 x 1.5"" LVL flanges","104.4","m²","100%","","FALSE","1,242","1,242","0","2,395","FALSE","BfCA BioC calc by mass","T09|C03|S01|WIJ004"
"","Wood I joist / RedBuilt / Red-I Joists / Red I-65 / 11.875"" depth, 2.5 x 1.5"" LVL flanges","104.4","m²","100%","","FALSE","1,144","1,144","0","2,205","FALSE","BfCA BioC calc by mass","T09|C03|S01|WIJ003"
"","Wood I joist / RedBuilt / Red-I Joists / Red I-45 / 16"" depth, 1.75 x 1.5"" LVL flanges","104.4","m²","100%","","FALSE","954","954","0","1,839","FALSE","BfCA BioC calc by mass","T09|C03|S01|WIJ002"
"","Wood I joist / RedBuilt / Red-I Joists / Red I-45 / 14"" depth, 1.75 x 1.5"" LVL flanges","104.4","m²","100%","","FALSE","795","795","0","1,533","FALSE","BfCA BioC calc by mass","T09|C03|S01|WIJ001"
"","Wood I joist / RedBuilt / Red-I Joists / Red I-45 / 11.875"" depth, 1.75 x 1.5"" LVL flanges","104.4","m²","100%","","FALSE","43","43","0","1,352","FALSE","BfCA BioC calc by mass","T09|C03|S01|WIJ000"
"WOOD FLOOR TRUSSES","","","","","","","","","","","","","T09|C03|S02"
"","Wood floor truss / Common (Warren, 45 deg) web pattern / Top chord bearing, variable depth / QWEB [Industry Avg | CA]","104.4","m²","100%","","FALSE","529","529","0","2,037","FALSE","Expired 2022; BfCA BioC calc by mass","T09|C03|S02|2480d6"
"FRAMING LUMBER – SPRUCE-PINE-FIR","","","","","","","","","","","","","T09|C03|S03"
"","Wood / SPF / 2x12 Lumber / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","236","236","0","59,543","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C03|S03|o3kwx9"
"","Wood / SPF / 2x10 Lumber / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","194","194","0","48,958","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C03|S03|8vkef3"
"","Wood / SPF / 2x8 Lumber / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","152","152","0","38,372","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C03|S03|4lv9wd"
"","Wood / SPF / 2x8 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia","104.4","m²","100%","","FALSE","111","111","0","35,717","FALSE","","T09|C03|S03|SPF002"
"","Wood / SPF / 2x6 Lumber / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","116","116","0","29,110","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C03|S03|c309dk"
"","Wood / SPF / 2x6 Lumber / Surfaced Dry Softwood Lumber Produced in British Columbia","104.4","m²","100%","","FALSE","84","84","0","27,096","FALSE","","T09|C03|S03|SPF001"
"WOOD/STEEL HYBRID FLOOR TRUSSES","","","","","","","","","","","","","T09|C03|S04"
"","Wood/steel hybrid floor truss / RedBuilt / Red-S Open-Web / 16"" deep, double 1.5 x 2.3"" LVL chords","104.4","m²","100%","","FALSE","184","184","0","2,204","FALSE","BfCA BioC calc by mass","T09|C03|S04|TRU001"
"","Wood/steel hybrid floor truss / RedBuilt / Red-W Open-Web / 14"" deep, 1.5 x 4.25"" chords","104.4","m²","100%","","FALSE","177","177","0","1,942","FALSE","BfCA BioC calc by mass","T09|C03|S04|TRU002"
"","Wood/steel hybrid floor truss / RedBuilt / Red-L Open-Web / 14"" deep, 1.5 x 3.5"" chords","104.4","m²","100%","","FALSE","145","145","0","1,624","FALSE","BfCA BioC calc by mass","T09|C03|S04|TRU000"
"SUB FLOORING","","","","","","","","","","","","","T09|C04"
"ORIENTED STRAND BOARD (OSB)","","","","","","","","","","","","","T09|C04|S01"
"","OSB sheathing / 3/4"" / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","482","482","0","1,951","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C04|S01|69ac20"
"","OSB sheathing / 5/8"" / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","TRUE","402","402","0","1,626","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C04|S01|68328c"
"","OSB sheathing / 1/2"" / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","322","322","0","1,301","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C04|S01|edcc0d"
"","OSB subflooring / Huber  / AdvanTech / 19/32"" Subflooring","104.4","m²","100%","","FALSE","740","740","0","1,614","FALSE","Expired 2025-07-01; BfCA BioC calc by mass","T09|C04|S01|OSB006"
"","OSB subflooring / LP / LP Legacy® Premium / 5/8""","104.4","m²","100%","","FALSE","470","470","0","1,942","FALSE","","T09|C04|S01|OSB007"
"PLYWOOD","","","","","","","","","","","","","T09|C04|S02"
"","Plywood / 3/4"" / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","436","436","0","1,544","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C04|S02|61a79e"
"","Plywood / 3/4"" / British Columbia Average","104.4","m²","100%","","FALSE","262","262","0","1,280","FALSE","","T09|C04|S02|PLy001"
"","Plywood / 3/4"" / Roseburg softwood plywood","104.4","m²","100%","","FALSE","313","313","0","1,427","FALSE","Expired 2024; BfCA BioC calc by mass","T09|C04|S02|PLy005"
"","Plywood / 5/8"" / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","364","364","0","1,288","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C04|S02|d88aad"
"","Plywood / 5/8"" / British Columbia Average","104.4","m²","100%","","FALSE","218","218","0","1,016","FALSE","","T09|C04|S02|PLy002"
"","Plywood / 1/2"" / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","291","291","0","1,029","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C04|S02|c41283"
"","Plywood / 1/2"" / British Columbia Average","104.4","m²","100%","","FALSE","174","174","0","813","FALSE","","T09|C04|S02|PLy000"
"","Plywood / 1/2"" / Roseburg softwood plywood / ","104.4","m²","100%","","FALSE","209","209","0","951","FALSE","Expired 2024; BfCA BioC calc by mass","T09|C04|S02|PLy004"
"WOOD BOARDS","","","","","","","","","","","","","T09|C04|S03"
"","Wood / SPF / 3/4"" boards / AWC & CWC [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","126","126","0","1,511","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C04|S03|4scwf3"
"FLOOR UNDERLAYMENT","","","","","","","","","","","","","T09|C05"
"CEMENT BOARD","","","","","","","","","","","","","T09|C05|S01"
"","Cement board / 5/8"" (16 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)","104.4","m²","100%","","FALSE","1,250","1,250","0","0","","Expired 2025","T09|C05|S01|m210vf"
"","Cement board / 1/2"" (13 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)","104.4","m²","100%","","FALSE","1,025","1,025","0","0","","Expired 2025","T09|C05|S01|cfd454"
"","Cement board / 1/4"" (6 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)","104.4","m²","100%","","FALSE","715","715","0","0","","Expired 2025","T09|C05|S01|f034jf"
"GYPSUM CONCRETE UNDERLAYMENT","","","","","","","","","","","","","T09|C05|S02"
"","Gypsum concrete floor underlayment / USG / Levelrock 2500 Green / 30 mm","104.4","m²","100%","","FALSE","985","985","0","0","","Expired 2025-04-17","T09|C05|S02|d00294"
"FLOORING","","","","","","","","","","","","","T09|C07"
"LAMINATE FLOORING","","","","","","","","","","","","","T09|C07|S01"
"","Rigid core vinyl flooring  / Resilient Floor Covering Institute [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","2,140","2,140","0","0","","Expired 2024","T09|C07|S01|LVT000"
"","Luxury Vinyl Tile / Resilient Floor Covering Institute / LVT and SVT [Industry Avg | US & CA]","73.1","m²","70%","","TRUE","870","870","0","0","","Expired 2024","T09|C07|S01|LVT001"
"","Luxury vinyl tile (LVT) / Mohawk / Hot & Heavy Floating Tiles / 5.0 mm","104.4","m²","100%","","FALSE","1,210","1,210","0","0","","","T09|C07|S01|LVT002"
"","Luxury vinyl tile (LVT) / Congoleum / CLEO / 4.1mm","104.4","m²","100%","","FALSE","1,148","1,148","0","0","","","T09|C07|S01|LVT003"
"","Luxury vinyl tile (LVT) / Altro / Altro Lavencia / 3.0 mm","104.4","m²","100%","","FALSE","1,142","1,142","0","0","","","T09|C07|S01|LVT013"
"","Luxury vinyl tile (LVT)  / Parterre Flooring / Dryback LVT / Tile or plank - 5 mm","104.4","m²","100%","","FALSE","1,138","1,138","0","0","","","T09|C07|S01|LVT004"
"","Luxury vinyl tile (LVT) / Interface / All tile & plank models / 3.0 mm","104.4","m²","100%","","FALSE","1,086","1,086","0","0","","","T09|C07|S01|LVT005"
"","Luxury vinyl tile (LVT) / Mannington / All tile & plank models / 4.0 mm","104.4","m²","100%","","FALSE","1,054","1,054","0","0","","","T09|C07|S01|LVT006"
"","Luxury vinyl tile (LVT)  / Shaw - Patcraft / Luxury Vinyl Tile / 2 - 5 mm","104.4","m²","100%","","FALSE","1,001","1,001","0","0","","Expired 2026","T09|C07|S01|LVT007"
"","Luxury vinyl tile (LVT) / Armstrong / Biome, Coalesce, Duo, Exchange, Parallel USA, Terra & Theorem / 2.5 mm","104.4","m²","100%","","FALSE","718","718","0","0","","","T09|C07|S01|LVT008"
"","Rigid core vinyl flooring / Parterre Flooring / Rigid Core Click / Tile or plank - 5 mm","104.4","m²","100%","","FALSE","681","681","0","0","","","T09|C07|S01|LVT009"
"","Luxury vinyl tile (LVT) / Mannington / Luxury Vinyl Tile / 2.5 mm Tile and Plank","104.4","m²","100%","","FALSE","680","680","0","0","","","T09|C07|S01|LVT011"
"","Luxury Vinyl Tile (LVT) / Fuhua / FloraFloor / Click & Loose lay / 4.0 mm","104.4","m²","100%","","FALSE","588","588","0","0","","","T09|C07|S01|LVT012"
"RUBBER FLOORING","","","","","","","","","","","","","T09|C07|S02"
"","Rubber flooring / Resilient Floor Covering Institute / Includes tiles and rolls / 2mm [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","1,629","1,629","0","0","","Expired 2024","T09|C07|S02|891444"
"","Rubber flooring / ECOsurfaces / 6mm","104.4","m²","100%","","FALSE","616","616","0","0","","Expired 2020","T09|C07|S02|e06534"
"HARDWOOD FLOORING","","","","","","","","","","","","","T09|C07|S03"
"","Hardwood flooring / NWFA and Decorative Hardwoods Association / Solid Wood Flooring /  3/4""  [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","1,022","1,022","0","2,077","FALSE","","T09|C07|S03|wwf000"
"","Hardwood flooring / mafi / Natural Hardwood Planks / 3/4"", 3 ply laminated solid, oil pre-finished [EU]","104.4","m²","100%","","FALSE","1,460","1,460","0","1,952","FALSE","Expired 2025; BfCA BioC calc by mass","T09|C07|S03|ac0e7f"
"","Hardwood flooring / Wickham / Solid Hardwood / 3/4""","104.4","m²","100%","","FALSE","334","334","0","1,968","FALSE","","T09|C07|S03|wwf001"
"ENGINEERED WOOD FLOORING","","","","","","","","","","","","","T09|C07|S15"
"","Engineered Wood Flooring / NWFA and Decorative Hardwoods Association / 3/8"" to 3/4""  [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","715","715","0","1,101","FALSE","","T09|C07|S15|EWF000"
"","Engineered Wood Flooring / CRAFT Artisan Wood Floors / Engineered / 5/8""","104.4","m²","100%","","FALSE","1,608","1,608","0","1,341","FALSE","BfCA BioC calc by mass","T09|C07|S15|EWF003"
"","Engineered Wood flooring / Wickham / Engineered Hardwood / 16 mm","104.4","m²","100%","","FALSE","1,096","1,096","0","1,268","FALSE","","T09|C07|S15|EWF001"
"CERAMIC TILE FLOORING","","","","","","","","","","","","","T09|C07|S04"
"","Ceramic tile / Tile Council of North America/ 18.8 kg/m2 / [Industry Avg | US & CA] ","31.3","m²","30%","","TRUE","442","442","0","0","","Expired 2025, Mortar EPD added","T09|C07|S04|CER000"
"","Ceramic tile / Fireclay Tile / Ceramic / Standard and Second grade /","104.4","m²","100%","","FALSE","5,020","5,020","0","0","","Expired 2025-05-22, Mortar EPD added","T09|C07|S04|CER002"
"","Ceramic tile / Crossville / Porcelain / Standard grade (mortar included)","104.4","m²","100%","","FALSE","2,723","2,723","0","0","","Expired 2024, Mortar EPD added","T09|C07|S04|4dadb7"
"","Ceramic tile / American Wonder Porcelain / Porcelain - recycled content / Standard and Second grade /","104.4","m²","100%","","FALSE","1,428","1,428","0","0","","Expired 2024-12-06, Mortar EPD added","T09|C07|S04|CER001"
"CARPET","","","","","","","","","","","","","T09|C07|S05"
"","Carpet / [BEAM Avg]","104.4","m²","100%","","FALSE","1,257","1,257","0","0","","","T09|C07|S05|CAR00x"
"","Carpet / Shaw / Residential Broadloom","104.4","m²","100%","","FALSE","3,184","3,184","0","0","","","T09|C07|S05|CAR001"
"","Carpet / Shaw / Strataworx / Carpet tile","104.4","m²","100%","","FALSE","1,890","1,890","0","0","","","T09|C07|S05|CAR003"
"","Carpet / Shaw / StrataWorx Carpet tile witn Nylon-6 Face Fiber / 5.7 mm","104.4","m²","100%","","FALSE","1,890","1,890","0","0","","","T09|C07|S05|CAR004"
"","Carpet / Venture Carpet / Average Product - Nylon 2520 Yarn System / 3.5 mm Modular Carpet","104.4","m²","100%","","FALSE","1,397","1,397","0","0","","","T09|C07|S05|CAR005"
"","Carpet / Venture Carpet / Polyester Yarn System / 10.0 mm Modular Carpet","104.4","m²","100%","","FALSE","1,031","1,031","0","0","","","T09|C07|S05|CAR007"
"","Carpet / Venture Carpet / Recycled nylon 6 yarn system / 3.5 mm Modular Carpet","104.4","m²","100%","","FALSE","814","814","0","0","","","T09|C07|S05|CAR008"
"","Carpet / Shaw / Residential Broadloom with ClearTouch Platinum","104.4","m²","100%","","FALSE","750","750","0","0","","","T09|C07|S05|CAR002"
"","Carpet / Venture Carpet / Average Product - Polypropylene Yarn System / 3.5 mm Modular Carpet","104.4","m²","100%","","FALSE","713","713","0","0","","","T09|C07|S05|CAR006"
"","Carpet / Patcraft / Ecoworx carpet tiles with Needlebond polyester Face fiber / 3.71 mm","104.4","m²","100%","","FALSE","422","422","0","0","","","T09|C07|S05|CAR000"
"","Carpet / Interface / CQUEST BioX / 1.5 mm Modular tile carpet","104.4","m²","100%","","FALSE","-10","478","488","0","","Expired 2025","T09|C07|S05|5a9ecd"
"VINYL FLOORING","","","","","","","","","","","","","T09|C07|S06"
"","Vinyl flooring / Resilient Floor Covering Institute / Heterogeneous [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","735","735","0","0","","Expired 2024","T09|C07|S06|LVT014"
"","Vinyl flooring / Resilient Floor Covering Institute / Vinyl Composition Tile [Industry Avg | US & CA]","104.4","m²","100%","","FALSE","518","518","0","0","","Expired 2024","T09|C07|S06|f2932d"
"STONE PLASTIC COMPOSITE FLOORING","","","","","","","","","","","","","T09|C07|S07"
"","Polyester-limestone composite tile / Armstrong / BioBased Tile (BBT™) / 2.0 mm","104.4","m²","100%","","FALSE","475","475","0","0","","Expired 2024","T09|C07|S07|2014f0"
"NATURAL STONE FLOORING","","","","","","","","","","","","","T09|C07|S17"
"","Natural stone flooring / Natural Stone Institute / Includes limestone, granite, marble & quartzite / 1/2"" thickness / Mortar included / [Industry Avg, US]","104.4","m²","100%","","FALSE","2,297","2,297","0","0","","","T09|C07|S17|NSF000"
"","Marble flooring / Polycor Natural Stone / All marble products / 1/2"" thickness","104.4","m²","100%","","FALSE","3,414","3,414","0","0","","","T09|C07|S17|NSF003"
"","Granite flooring / Polycor Natural Stone / All granite products / 1/2"" thickness","104.4","m²","100%","","FALSE","2,506","2,506","0","0","","","T09|C07|S17|NSF001"
"","Limestone flooring / Polycor Natural Stone / All limestone products / 1/2"" thickness","104.4","m²","100%","","FALSE","958","958","0","0","","","T09|C07|S17|NSF002"
"LINOLEUM FLOORING – LIQUID APPLIED","","","","","","","","","","","","","T09|C07|S08"
"","Linoleum flooring / Mannington / Legato Flooring / 2.2 liquid applied","104.4","m²","100%","","FALSE","-133","277","409","0","","Expired 2025-11-05; BfCA BioC calc by mass","T09|C07|S08|lin006"
"LINOLEUM FLOORING – 2.5 MM SHEET","","","","","","","","","","","","","T09|C07|S09"
"","Linoleum flooring / 2.5 mm [BEAM Avg]","104.4","m²","100%","","FALSE","18","437","419","0","","","T09|C07|S09|p8c2la"
"","Linoleum flooring / Gerflor  / DLW Linoleum Compact / 2.5 mm sheet style linoleum","104.4","m²","100%","","FALSE","121","720","599","0","","","T09|C07|S09|lin003"
"","Linoleum flooring / Forbo / Marmoleum / 2.0 mm sheet style linoleum","104.4","m²","100%","","FALSE","17","274","257","0","","","T09|C07|S09|lin005"
"","Linoleum flooring / Forbo / Marmoleum / 2.5 mm sheet style linoleum","104.4","m²","100%","","FALSE","-2","389","392","0","","","T09|C07|S09|e075b4"
"","Linoleum flooring / Tarkett  / Lino Veneto xf2, Etrusco, Style Elle|Emme, Veneto, Originale, LinoRail, Linosport / 2.5 mm sheet style linoleum","104.4","m²","100%","","FALSE","-63","366","428","0","","Expired 2025-10-01; BfCA BioC calc by mass","T09|C07|S09|lin004"
"LINOLEUM FLOORING – 4.0 MM SHEET","","","","","","","","","","","","","T09|C07|S10"
"","Linoleum flooring / 4.0 mm [BEAM Avg]","104.4","m²","100%","","FALSE","117","672","554","0","","","T09|C07|S10|lin00X"
"","Linoleum flooring / Gerflor  / DLW Linoleum Acousticplus / 4.0 mm sheet style linoleum with Neocare backing","104.4","m²","100%","","FALSE","399","1,056","657","0","","","T09|C07|S10|lin000"
"","Linoleum flooring / Tarkett  / Lino Acoustic / 3.8 mm sheet style linoleum with polyurethane foam backing","104.4","m²","100%","","FALSE","246","739","493","0","","Expired 2025-10-01; BfCA BioC calc by mass","T09|C07|S10|lin001"
"","Linoleum flooring / Tarkett  / Veneto Acoustic Cork / 4.4 mm sheet style linoleum with cork backing","104.4","m²","100%","","FALSE","-43","614","657","0","","Expired 2025-10-01; BfCA BioC calc by mass","T09|C07|S10|lin002"
"EARTHEN FLOORS","","","","","","","","","","","","","T09|C07|S13"
"","Earthen Floor / Cast-in-place / Clay, sand, and straw / 4"" (100 mm) [US]","104.4","m²","100%","","FALSE","69","360","291","0","","","T09|C07|S13|95a692"
"CORK FLOORING","","","","","","","","","","","","","T09|C07|S11"
"","Cork flooring / Amorim /  Revestimentos S.A. / Cork floating floor planks [EU]","104.4","m²","100%","","FALSE","482","975","493","0","","Expired 2021; BfCA BioC calc by mass","T09|C07|S11|a13a3e"
"","Cork flooring / European Resilient Flooring Manufacturers' Institute [Industry Avg | EU]","104.4","m²","100%","","FALSE","-286","80","366","0","","Expired 2024; BfCA BioC calc by mass","T09|C07|S11|ae7e1c"
"HEMPWOOD FLOORING","","","","","","","","","","","","","T09|C07|S18"
"","HempWood / Fibonacci / Natural Laminate Flooring / 16 mm","104.4","m²","100%","","FALSE","608","1,169","561","1,015","FALSE","BfCA BioC calc by mass","T09|C07|S18|HWF000"
"BAMBOO FLOORING","","","","","","","","","","","","","T09|C07|S12"
"","Bamboo Flooring [BEAM Avg]","104.4","m²","100%","","FALSE","-1,900","862","2,761","0","","","T09|C07|S12|BAM01X"
"","Laminated Bamboo flooring / MOSO / Bamboo Elite & Elite Premium, Industriale /  9/16"" (15mm)","104.4","m²","100%","","FALSE","-1,130","478","1,608","0","","","T09|C07|S12|BAM008"
"","Hard Bamboo flooring / MOSO / Purebamboo, Topbamboo, Bamboo Supreme, UltraDensity / 9/16"" (15mm), High Density","104.4","m²","100%","","FALSE","-1,281","903","2,184","0","","","T09|C07|S12|BAM004"
"","Hard Bamboo flooring / MOSO / Solid & Supra Collection / 20mm, High Density","104.4","m²","100%","","FALSE","-3,289","1,204","4,493","0","","","T09|C07|S12|BAM005"
"FLOOR CAVITY INSULATION","","","","","","","","","","","","","T09|C08"
"HIGH R-VALUE CAVITY INSULATION","","","","","","","","","","","","","T09|C08|S01"
"","Aerogel blanket / Aspen Aerogels / R9.6-inch","104.4","m²","100%","","FALSE","0","0","0","0","","Expired 2020","T09|C08|S01|199253"
"SPRAY POLYURETHANE FOAM – HIGH DENSITY","","","","","","","","","","","","","T09|C08|S02"
