beam_id,epd_id,ID,Display Name,Stated kgCO2e/unit,GWP units per,GWP/common unit,Common unit,GWP-bio from EPD,Biogenic Storage,Carbon content kgC/unit,Full C value,Storage % Reduction,Density,Density Units,Addnl factor,Addnl factor units,EPD ID,EPD Type,EPD Program/Operator,Service Life (yr),mismatch_detail
dk02lm,4788424634.106.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
f53d9a,4788424634.106.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
10d47f,4788424634.107.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
31ckd0,4788424634.107.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
iv303x,4788424634.107.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
jk29kd,4788424634.107.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
pd92mn,4788424634.107.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
1f3cc3,4788647002.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
f33e5e,4788647002.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
9cd566,4788721182.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MPA001,4788736474.105.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MPA002,4788736474.105.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT014,4788753451.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT000,4788753451.103.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
891444,4788753451.104.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
f2932d,4788753451.105.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT001,4788753451.106.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LIN000,4788756650.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""1.47"" json=∅"
LIN003,4788756650.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""1.3818"" json=∅"
4dadb7,4788863727.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
5a9ecd,4788873607.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB006,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB008,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB009,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB010,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB011,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB014,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB017,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB018,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB019,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MWB020,4789092768.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
CER000,4789101745.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
OSB000,4789103593.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=∅ json=""2574.01"""
OSB006,4789103593.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=∅ json=""3135.94"""
2fg4um,4789103593.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=∅ json=""3203.29"""
2gy8rd,4789103593.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
3lkfm3,4789103593.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
7vi3jf,4789103593.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=∅ json=""2216.11"""
dsa30i,4789103593.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
g83od3,4789103593.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=∅ json=""2558.61"""
t5ydsd,4789103593.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
34db3d,4789289084.103.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
98a9cd,4789289084.103.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LIN001,4789356590.101.2,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""1.43106"" json=∅"
LIN002,4789356590.101.2,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""1.90808"" json=∅"
LIN004,4789356590.101.2,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""1.24338"" json=∅"
MPA000,4789365778.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MPS000,4789365778.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s0gp3f,4789365778.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
61aa40,4789400789.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
G60979,4789400789.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
e7ab5a,4789400789.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
f4l2kx,4789410886.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,Carbon content kgC/unit: Δ=+1606.281 (csv=6.349 json=1612.63)
ac0e7f,4789456400.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
GYP000,4789532059.140.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR000,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR001,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR002,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR003,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR004,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR005,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR006,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR007,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR008,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR009,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR010,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR011,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR012,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR013,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR014,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR015,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR016,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR017,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR018,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR019,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR020,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR021,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR022,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR023,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR024,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR025,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR026,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR027,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR028,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR029,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR030,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR031,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR032,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR033,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR034,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR035,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR036,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR037,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR038,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR039,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR040,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR041,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
STR042,4789556099.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
19e71c,4789559274.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
175f1a,4789559274.102.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
c630d2,4789559274.103.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
4k2v0s,4789710952.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
www115,4789733794.104.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
www116,4789733794.106.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
20fslq,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
3kg0d7,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
9wmfex,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
SSS000,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
SSS002,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bv0gw2,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
cd204s,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
cx93wm,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
e923k2,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
gsl3dd,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
v2r3a4,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
xv9sm2,4789752901.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
MPS001,4789771662.103.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
rnd601,4789773836.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
1cgews,4789793365.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
3fxswa,4789793365.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
3vwqxf,4789793365.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
a03cls,4789793365.101.1,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
