beam_id,epd_id,ID,Display Name,Stated kgCO2e/unit,GWP units per,GWP/common unit,Common unit,GWP-bio from EPD,Biogenic Storage,Carbon content kgC/unit,Full C value,Storage % Reduction,Density,Density Units,Addnl factor,Addnl factor units,EPD ID,EPD Type,EPD Program/Operator,Service Life (yr),mismatch_detail
6ed061,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
7de1da,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
814de3,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
897eab,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
a6839d,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
ad41fc,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
b069b6,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
b1d6d5,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
be7b88,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
cfa664,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
d873ca,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
dac0ae,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
dad6dc,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
e72bcd,EPD10092,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT004,EPD10156,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT009,EPD10158,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
GYP002,EPD10268,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
ba3064,EPD 10270,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
eddd4c,EPD 10270,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
CER001,EPD10277,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
1a5a48,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
43fe24,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
809f93,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
900b85,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
921b8b,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
949348,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
a7c43b,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
b7e1fe,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
c50635,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
d6132a,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33333,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33334,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33335,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33336,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33337,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33338,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33339,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33340,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33341,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s33342,EPD10294,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
1742d8,EPD10310,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
INT004,EPD10312,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
CER002,EPD10355,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
GYP001,EPD10358,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
INT003,EPD10360,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LIN006,EPD10362,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""1.188"" json=∅"
RRR111,EPD10396,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
2b19ae,EPD10397,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
84c2b6,EPD10447,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
e73378,EPD10447,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
d0rm3c,EPD10465,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
f2l0sm,EPD10465,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
n9cx2a,EPD10466,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
l2j0sa,EPD10467,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb008,EPD10568,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb024,EPD10568,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb023,EPD10572,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT006,EPD10668,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT011,EPD10668,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb016,EPD10786,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb017,EPD10786,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb018,EPD10786,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb019,EPD10786,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bbb011,EPD10787,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
INT000,EPD10792,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""0"" json=∅"
INT005,EPD10792,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Full C value: csv=∅ json=""0.52"""
EPS004,EPD10841,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
EPS005,EPD10841,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
EPS006,EPD10842,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
EPS007,EPD10842,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
4s1lp2,EPD-117,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
134c8d,EPD124,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=∅ json=""21.54"""
da1134,EPD125,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
2d7548,EPD-131,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
c9a7f3,EPD-131,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
cfd454,EPD-132,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
f034jf,EPD-132,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
m210vf,EPD-132,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
d00294,EPD 142,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bc703d,EPD-156,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
c930d2,EPD157,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LAM012,EPD160,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""2105.83"" json=∅"
LAM002,EPD 168,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LAM009,EPD 168,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LAM000,EPD 169,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""777.59"" json=∅"
LAM013,EPD 169,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""777.59"" json=∅"
2480d6,EPD 1725-6769,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s93mwu,EPD 194,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
p3fe4l,EPD 195,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
2fe063,EPD-197,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Full C value: csv=∅ json=""1.9"""
HEMP0X,"EPD-197, S-P-01961, S-P-02290",MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
g93fwm,EPD-2022-7601,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=""25.75"" json=∅ | Full C value: csv=∅ json=""94.42"""
155f0d,EPD 206,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
bf151b,EPD 206,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LVT008,EPD 207,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
INT002,EPD211,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
INT001,EPD215,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
INT006,EPD 216,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
EWF003,EPD-234,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LAM004,EPD246,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LAM005,EPD247,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY10,EPD 253,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY00,EPD254,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY03,EPD255,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY06,EPD 255,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
s76tf2,EPD 266,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY02,EPD 267,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY01,EPD 268,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY04,EPD 270,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY08,EPD 270,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY05,EPD 271,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY07,EPD 271,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
POLY09,EPD273,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
3kglse,EPD-283,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LAM008,EPD295,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
LAM003,EPD296,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
VIN001,EPD 325,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
VIN002,EPD 326,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
VIN000,EPD 327,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
CMU000,EPD-338,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
CMU001,EPD-338,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
CMU002,EPD-338,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
CMU003,EPD-338,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
91617a,EPD 3409-8229,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,"Carbon content kgC/unit: csv=∅ json=""2.81"""
A12363,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
A12364,EPD 346,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,
