beam_id,epd_id,ID,Display Name,Stated kgCO2e/unit,GWP units per,GWP/common unit,Common unit,GWP-bio from EPD,Biogenic Storage,Carbon content kgC/unit,Full C value,Storage % Reduction,Density,Density Units,Addnl factor,Addnl factor units,EPD ID,EPD Type,EPD Program/Operator,Service Life (yr)
LVT014,4788753451.101.1,LVT014,Vinyl flooring / Resilient Floor Covering Institute / Heterogeneous [Industry Avg | US & CA],7.04,m²,7.04,m²,,,,,,2.1,kg/m2,,,4788753451.101.1,industry_average,UL Environment,30
LVT000,4788753451.103.1,LVT000,Rigid core vinyl flooring  / Resilient Floor Covering Institute [Industry Avg | US & CA],20.5,m²,20.5,m²,,,,,,9.2,kg/m2,,,4788753451.103.1,industry_average,UL Environment,30
891444,4788753451.104.1,891444,Rubber flooring / Resilient Floor Covering Institute / Includes tiles and rolls / 2mm [Industry Avg | US & CA],15.6,m²,15.6,m²,,,,,,5.6,kg/m2,,,4788753451.104.1,industry_average,,
f2932d,4788753451.105.1,f2932d,Vinyl flooring / Resilient Floor Covering Institute / Vinyl Composition Tile [Industry Avg | US & CA],4.96,m²,4.96,m²,,,,,,6.5,kg/m2,,,4788753451.105.1,industry_average,,
LVT001,4788753451.106.1,LVT001,Luxury Vinyl Tile / Resilient Floor Covering Institute / LVT and SVT [Industry Avg | US & CA],11.9,m²,11.9,m²,,,,,,5.9,kg/m2,,,4788753451.106.1,industry_average,UL Environment,30
LIN000,4788756650.101.1,LIN000,Linoleum flooring / Gerflor  / DLW Linoleum Acousticplus / 4.0 mm sheet style linoleum with Neocare backing,10.116,m²,10.12,m²,6.99,6.29,1.47,5.39,0.9,3.5,kg/m2,,,4788756650.101.1,product_specific,UL Environment,25
LIN003,4788756650.102.1,LIN003,Linoleum flooring / Gerflor  / DLW Linoleum Compact / 2.5 mm sheet style linoleum,6.901,m²,6.9,m²,6.38,5.74,1.3818,5.07,0.9,2.94,kg/m2,,,4788756650.102.1,product_specific,UL Environment,25
4dadb7,4788863727.101.1,4dadb7,Ceramic tile / Crossville / Porcelain / Standard grade (mortar included),23.9,m²,26.08,m²,,,,,,24.41,kg/m2,,,4788863727.101.1,product_specific,,
5a9ecd,4788873607.102.1,5a9ecd,Carpet / Interface / CQUEST BioX / 1.5 mm Modular tile carpet,-0.256,m²,4.57,m²,4.67,4.67,,,,2.8,kg/m2,,,4788873607.102.1,product_specific,,15
MWB006,4789092768.101.1,MWB006,Mineral wool batt / Rockwool / Safe'n'Sound / R 4.0-inch,1.31,m2•RSI,1.31,m2•RSI,,,,,,,,2.64,RSI (m2K/W),4789092768.101.1,product_specific,,
MWB008,4789092768.101.1,MWB008,Mineral wool board  / Rockwool / Cavityrock / R 4.3-inch,2.1,m2•RSI,2.1,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,,
MWB009,4789092768.101.1,MWB009,Mineral wool board  / Rockwool / Comfortboard 80 / R 4.2-inch,4.061,m2•RSI,4.06,m2•RSI,,,,,,128,kg/m3,,,4789092768.101.1,product_specific,,
MWB010,4789092768.101.1,MWB010,Mineral wool board  / Rockwool / Comfortboard 110 / R 4.0-inch,5.63,m2•RSI,5.63,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,,
MWB011,4789092768.101.1,MWB011,Mineral wool board  / Rockwool / Toprock DD / R 4.3-inch,5.63,m2•RSI,5.63,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,,
MWB014,4789092768.101.1,MWB014,Mineral wool batt / Rockwool / ComfortBatt R-24 (Wood Studs) / R 4.4-inch,1.7,m2•RSI,1.7,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,UL Environment,75
MWB017,4789092768.101.1,MWB017,Mineral wool batt / Rockwool / ComfortBatt R-23 / R 4.2-inch,1.44,m2•RSI,1.44,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,UL Environment,75
MWB018,4789092768.101.1,MWB018,Mineral wool batt / Rockwool / ComfortBatt R-15 / R 4.3-inch,1.31,m2•RSI,1.31,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,UL Environment,75
MWB019,4789092768.101.1,MWB019,"Mineral wool batt / Rockwool / ComfortBatt R-10, R-14, R-22, R-28, R-30, R-32 / R 4.0-inch",1.18,m2•RSI,1.18,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,UL Environment,75
MWB020,4789092768.101.1,MWB020,Mineral wool batt / Rockwool / ComfortBatt R-24 (Steel Studs) / R 4.0-inch,1.18,m2•RSI,1.18,m2•RSI,,,,,,,,,,4789092768.101.1,product_specific,UL Environment,75
CER000,4789101745.101.1,CER000,Ceramic tile / Tile Council of North America/ 18.8 kg/m2 / [Industry Avg | US & CA],14.1,m²,14.1,m²,,,,,,18.8,kg/m2,,,4789101745.101.1,industry_average,UL Environment,75
OSB000,4789103593.101.1,OSB000,"OSB sheathing / 1/2"" / Huber  / AdvanTech / 1/2"" Sheathing",420,m3,5.33,"m2 @ 1/2""",,,,14.27,0.9,662,kg/m3,8.407,"kg/m2 at 1/2""",4789103593.101.1,product_specific,UL,
OSB006,4789103593.101.1,OSB006,"OSB subflooring / Huber  / AdvanTech / 19/32"" Subflooring",470,m3,7.09,"m2 @ 19/32""",,,,17.18,0.9,670,kg/m3,10.12,"kg/m2 at 1/2""",4789103593.101.1,product_specific,UL,
2fg4um,4789103593.102.1,2fg4um,"OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 5/8""",380,m³,6.04,m²,,,,17.81,0.9,660,kg/m3,10.494,"kg/m2 at  5/8""",4789103593.102.1,product_specific,UL,75
2gy8rd,4789103593.102.1,2gy8rd,"Insulated OSB sheathing & barrier / Huber ZIP System / R-12 / 7/16"" OSB; 2"" foam (polyisocyanurate)",260,m³,16.09,m²,,,,,0.9,223,kg/m3,,,4789103593.102.1,product_specific,,75
3lkfm3,4789103593.102.1,3lkfm3,"Insulated OSB sheathing & barrier / Huber ZIP System / R-6 / 7/16"" OSB; 1"" foam (polyisocyanurate)",280,m³,10.22,m²,,,,,0.9,223,kg/m3,,,4789103593.102.1,product_specific,,75
7vi3jf,4789103593.102.1,7vi3jf,"OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 7/16""",380,m³,4.18,"m2 @  7/16""",,,,12.32,0.9,660,kg/m3,7.26,"kg/m2 at  7/16""",4789103593.102.1,product_specific,UL,75
dsa30i,4789103593.102.1,dsa30i,"Insulated OSB sheathing & barrier / Huber ZIP System / R-3 / 7/16"" OSB; 1/2"" foam (polyisocyanurate)",310,m³,7.38,m²,,,,,0.9,325,kg/m3,,,4789103593.102.1,product_specific,,75
g83od3,4789103593.102.1,g83od3,"OSB sheathing & barrier / Huber ZIP System / Roof and Wall Sheathing / 1/2""",380,m³,4.83,m²,,,,14.23,0.9,660,kg/m3,8.382,"kg/m2 at  1/2""",4789103593.102.1,product_specific,UL,75
t5ydsd,4789103593.102.1,t5ydsd,"Insulated OSB sheathing & barrier / Huber ZIP System / R-9 / 7/16"" OSB; 1.5"" foam (polyisocyanurate)",260,m³,12.79,m²,,,,,0.9,223,kg/m3,,,4789103593.102.1,product_specific,,75
34db3d,4789289084.103.1,34db3d,Metal Panels - Aluminum / 22 gauge / Metal Construction Assn. [Industry Avg | US],1860,100m2,18.6,m²,,,,,,2720,kg/m3,,,4789289084.103.1,industry_average,,
98a9cd,4789289084.103.1,98a9cd,Metal Panels - Steel / Metal Construction Assn.  / 24 gauge [Industry Avg | US],1530,100m2,15.3,m²,,,,,,8030,kg/m3,,,4789289084.103.1,industry_average,,
LIN001,4789356590.101.2,LIN001,Linoleum flooring / Tarkett  / Lino Acoustic / 3.8 mm sheet style linoleum with polyurethane foam backing,2.36,m²,7.08,m²,,4.72,1.43106,5.25,0.9,3.66,kg/m3,,,4789356590.101.2,product_specific,UL Environment,30
LIN002,4789356590.101.2,LIN002,Linoleum flooring / Tarkett  / Veneto Acoustic Cork / 4.4 mm sheet style linoleum with cork backing,-0.413,m²,5.88,m²,,6.3,1.90808,7,0.9,4.88,kg/m3,,,4789356590.101.2,product_specific,UL Environment,30
LIN004,4789356590.101.2,LIN004,"Linoleum flooring / Tarkett  / Lino Veneto xf2, Etrusco, Style Elle|Emme, Veneto, Originale, LinoRail, Linosport / 2.5 mm sheet style linoleum",-0.6,m²,3.5,m²,,4.1,1.24338,4.56,0.9,3.18,kg/m2,,,4789356590.101.2,product_specific,UL Environment,30
MPA000,4789365778.101.1,MPA000,"Metal Panels - Aluminum / Petersen Aluminum Corp / Pac-Clad, all profiles / 20 gauge",3840,100m2,38.4,m²,,,,,,2.07,kg/m2,207,kg/100m2,4789365778.101.1,product_specific,UL Environment,75
MPS000,4789365778.101.1,MPS000,"Metal Panels - Steel / Petersen Aluminum Corp / Pac-Clad, all profiles / 24 gauge",1580,100m2,15.8,m²,,,,,,2.07,kg/m2,207,kg/100m2,4789365778.101.1,product_specific,UL Environment,75
s0gp3f,4789365778.101.1,s0gp3f,(Exclude until EPD concern resolved) Metal Panels - Aluminum / Petersen Aluminum Corp / Pac-Clad / 22 gauge,384,100m2,3.84,m²,,,,,,4.91,kg/m2,,,4789365778.101.1,product_specific,UL Environment,
61aa40,4789400789.101.1,61aa40,Asphalt Shingles / Owens Corning / Supreme /,2.75,m²,2.75,m²,,,,,,9.26,kg/m2,,,4789400789.101.1,product_specific,,
G60979,4789400789.101.1,G60979,Asphalt Shingles / Owens Corning / Duration /,3.49,m²,3.49,m²,,,,,,10.12,kg/m2,,,4789400789.101.1,product_specific,,
e7ab5a,4789400789.101.1,e7ab5a,Asphalt Shingles / Owens Corning / Oakridge /,3.21,m²,3.21,m²,,,,,,9.93,kg/m2,,,4789400789.101.1,product_specific,,
f4l2kx,4789410886.101.1,f4l2kx,Wood fiber board / R 2.7-inch / NAFA [Industry Avg | US & CA],196.13,m3,10.63,m2•RSI,437.62,20.95,6.348951309,23.28,0.9,254,kg/m3,13.77212865,kg/m2•RSI,4789410886.101.1,industry_average,,
ac0e7f,4789456400.101.1,ac0e7f,"Hardwood flooring / mafi / Natural Hardwood Planks / 3/4"", 3 ply laminated solid, oil pre-finished [EU]",-8.09,m²,13.99,m²,,,,20.77,0.9,12.287,"kg/m2 at 3/4""",,,4789456400.101.1,product_specific,,
GYP000,4789532059.140.1,GYP000,"Gypsum panels - glass mat / 5/8"" / CertainTeed / GlasRoc Sheathing gypsum board / 5/8""",310,92.9m2,3.34,"m2 @ 5/8""",,,,,,1165,kg/92.9m2,12.54,kg/m2,4789532059.140.1,product_specific,UL Environment,
STR000,4789556099.102.1,STR000,"Structural Steel / L-Angle / L 3.5 x 3.5 x 1/4""/ AISC [Industry Avg | US]",1.22,kg,10.43,linear m,,,,,,7800,kg/m3,8.55,kg/m,4789556099.102.1,industry_average,UL Environment,
STR001,4789556099.102.1,STR001,"Structural Steel / Rectangular HSS / 8 x 6 x 5/16""/ AISC [Industry Avg | US]",1.22,kg,50.14,linear m,,,,,,7800,kg/m3,41.1,kg/m,4789556099.102.1,industry_average,UL Environment,
STR002,4789556099.102.1,STR002,"Structural Steel / Square HSS / 3 x 3 x 3/16""/ AISC [Industry Avg | US]",1.22,kg,12.57,linear m,,,,,,7800,kg/m3,10.3,kg/m,4789556099.102.1,industry_average,UL Environment,
STR003,4789556099.102.1,STR003,"Structural Steel / Square HSS / 4 x 4 x 1/4""/ AISC [Industry Avg | US]",1.22,kg,39.28,linear m,,,,,,7800,kg/m3,32.2,kg/m,4789556099.102.1,industry_average,UL Environment,
STR004,4789556099.102.1,STR004,"Structural Steel / Square HSS / 5 x 5 x 1/4""/ AISC [Industry Avg | US]",1.22,kg,28.3,linear m,,,,,,7800,kg/m3,23.2,kg/m,4789556099.102.1,industry_average,UL Environment,
STR005,4789556099.102.1,STR005,"Structural Steel / Square HSS / 5 x 5 x 1/2""/ AISC [Industry Avg | US]",1.22,kg,51.61,linear m,,,,,,7800,kg/m3,42.3,kg/m,4789556099.102.1,industry_average,UL Environment,
STR006,4789556099.102.1,STR006,"Structural Steel / Square HSS / 8 x 8 x 1/4""/ AISC [Industry Avg | US]",1.22,kg,46.24,linear m,,,,,,7800,kg/m3,37.9,kg/m,4789556099.102.1,industry_average,UL Environment,
STR007,4789556099.102.1,STR007,Structural Steel / Wide Flange / W150x22 (US W6x15) / AISC [Industry Avg | US],1.22,kg,27.45,linear m,,,,,,7800,kg/m3,22.5,kg/m,4789556099.102.1,industry_average,UL Environment,
STR008,4789556099.102.1,STR008,Structural Steel / Wide Flange / W150x30 (US W6x20) / AISC [Industry Avg | US],1.22,kg,36.36,linear m,,,,,,7800,kg/m3,29.8,kg/m,4789556099.102.1,industry_average,UL Environment,
STR009,4789556099.102.1,STR009,Structural Steel / Wide Flange / W200x22 (US W8x15) / AISC [Industry Avg | US],1.22,kg,27.45,linear m,,,,,,7800,kg/m3,22.5,kg/m,4789556099.102.1,industry_average,UL Environment,
STR010,4789556099.102.1,STR010,Structural Steel / Wide Flange / W200x27 (US W8x18) / AISC [Industry Avg | US],1.22,kg,32.45,linear m,,,,,,7800,kg/m3,26.6,kg/m,4789556099.102.1,industry_average,UL Environment,
STR011,4789556099.102.1,STR011,Structural Steel / Wide Flange / W200x31 (US W8x21) / AISC [Industry Avg | US],1.22,kg,38.19,linear m,,,,,,7800,kg/m3,31.3,kg/m,4789556099.102.1,industry_average,UL Environment,
STR012,4789556099.102.1,STR012,Structural Steel / Wide Flange / W200x36 (US W8x24) / AISC [Industry Avg | US],1.22,kg,43.8,linear m,,,,,,7800,kg/m3,35.9,kg/m,4789556099.102.1,industry_average,UL Environment,
STR013,4789556099.102.1,STR013,Structural Steel / Wide Flange / W200x42 (US W8x28) / AISC [Industry Avg | US],1.22,kg,50.87,linear m,,,,,,7800,kg/m3,41.7,kg/m,4789556099.102.1,industry_average,UL Environment,
STR014,4789556099.102.1,STR014,Structural Steel / Wide Flange / W200x59 (US W8x40) / AISC [Industry Avg | US],1.22,kg,71.98,linear m,,,,,,7800,kg/m3,59,kg/m,4789556099.102.1,industry_average,UL Environment,
STR015,4789556099.102.1,STR015,Structural Steel / Wide Flange / W200x71 (US W8x48) / AISC [Industry Avg | US],1.22,kg,86.62,linear m,,,,,,7800,kg/m3,71,kg/m,4789556099.102.1,industry_average,UL Environment,
STR016,4789556099.102.1,STR016,Structural Steel / Wide Flange / W250x18 (US W10x12) / AISC [Industry Avg | US],1.22,kg,21.84,linear m,,,,,,7800,kg/m3,17.9,kg/m,4789556099.102.1,industry_average,UL Environment,
STR017,4789556099.102.1,STR017,Structural Steel / Wide Flange / W250x22 (US W10x15) / AISC [Industry Avg | US],1.22,kg,27.21,linear m,,,,,,7800,kg/m3,22.3,kg/m,4789556099.102.1,industry_average,UL Environment,
STR018,4789556099.102.1,STR018,Structural Steel / Wide Flange / W250x25 (US W10x17) / AISC [Industry Avg | US],1.22,kg,30.87,linear m,,,,,,7800,kg/m3,25.3,kg/m,4789556099.102.1,industry_average,UL Environment,
STR019,4789556099.102.1,STR019,Structural Steel / Wide Flange / W250x28 (US W10x19) / AISC [Industry Avg | US],1.22,kg,34.65,linear m,,,,,,7800,kg/m3,28.4,kg/m,4789556099.102.1,industry_average,UL Environment,
STR020,4789556099.102.1,STR020,Structural Steel / Wide Flange / W250x33 (US W10x22) / AISC [Industry Avg | US],1.22,kg,39.89,linear m,,,,,,7800,kg/m3,32.7,kg/m,4789556099.102.1,industry_average,UL Environment,
STR021,4789556099.102.1,STR021,Structural Steel / Wide Flange / W250x39 (US W10x26) / AISC [Industry Avg | US],1.22,kg,46.97,linear m,,,,,,7800,kg/m3,38.5,kg/m,4789556099.102.1,industry_average,UL Environment,
STR022,4789556099.102.1,STR022,Structural Steel / Wide Flange / W250x45 (US W10x30) / AISC [Industry Avg | US],1.22,kg,54.66,linear m,,,,,,7800,kg/m3,44.8,kg/m,4789556099.102.1,industry_average,UL Environment,
STR023,4789556099.102.1,STR023,Structural Steel / Wide Flange / W250x50 (US W10x33) / AISC [Industry Avg | US],1.22,kg,59.9,linear m,,,,,,7800,kg/m3,49.1,kg/m,4789556099.102.1,industry_average,UL Environment,
STR024,4789556099.102.1,STR024,Structural Steel / Wide Flange / W250x58 (US W10x38) / AISC [Industry Avg | US],1.22,kg,70.76,linear m,,,,,,7800,kg/m3,58,kg/m,4789556099.102.1,industry_average,UL Environment,
STR025,4789556099.102.1,STR025,Structural Steel / Wide Flange / W250x67 (US W10x45) / AISC [Industry Avg | US],1.22,kg,81.74,linear m,,,,,,7800,kg/m3,67,kg/m,4789556099.102.1,industry_average,UL Environment,
STR026,4789556099.102.1,STR026,Structural Steel / Wide Flange / W250x73 (US W10x49) / AISC [Industry Avg | US],1.22,kg,89.06,linear m,,,,,,7800,kg/m3,73,kg/m,4789556099.102.1,industry_average,UL Environment,
STR027,4789556099.102.1,STR027,Structural Steel / Wide Flange / W250x80 (US W10x54) / AISC [Industry Avg | US],1.22,kg,97.6,linear m,,,,,,7800,kg/m3,80,kg/m,4789556099.102.1,industry_average,UL Environment,
STR028,4789556099.102.1,STR028,Structural Steel / Wide Flange / W250x131 (US W10x88) / AISC [Industry Avg | US],1.22,kg,159.82,linear m,,,,,,7800,kg/m3,131,kg/m,4789556099.102.1,industry_average,UL Environment,
STR029,4789556099.102.1,STR029,Structural Steel / Wide Flange / W310x129 (US W12x87) / AISC [Industry Avg | US],1.22,kg,157.38,linear m,,,,,,7800,kg/m3,129,kg/m,4789556099.102.1,industry_average,UL Environment,
STR030,4789556099.102.1,STR030,Structural Steel / Wide Flange / W310x21 (US W12x14) / AISC [Industry Avg | US],1.22,kg,25.62,linear m,,,,,,7800,kg/m3,21,kg/m,4789556099.102.1,industry_average,UL Environment,
STR031,4789556099.102.1,STR031,Structural Steel / Wide Flange / W310x33 (US W12x22) / AISC [Industry Avg | US],1.22,kg,39.89,linear m,,,,,,7800,kg/m3,32.7,kg/m,4789556099.102.1,industry_average,UL Environment,
STR032,4789556099.102.1,STR032,Structural Steel / Wide Flange / W310x39 (US W12x26) / AISC [Industry Avg | US],1.22,kg,46.97,linear m,,,,,,7800,kg/m3,38.5,kg/m,4789556099.102.1,industry_average,UL Environment,
STR033,4789556099.102.1,STR033,Structural Steel / Wide Flange / W310x45 (US W12x30) / AISC [Industry Avg | US],1.22,kg,54.29,linear m,,,,,,7800,kg/m3,44.5,kg/m,4789556099.102.1,industry_average,UL Environment,
STR034,4789556099.102.1,STR034,Structural Steel / Wide Flange / W310x52 (US W12x35) / AISC [Industry Avg | US],1.22,kg,63.44,linear m,,,,,,7800,kg/m3,52,kg/m,4789556099.102.1,industry_average,UL Environment,
STR035,4789556099.102.1,STR035,Structural Steel / Wide Flange / W310x79 (US W12x53) / AISC [Industry Avg | US],1.22,kg,96.38,linear m,,,,,,7800,kg/m3,79,kg/m,4789556099.102.1,industry_average,UL Environment,
STR036,4789556099.102.1,STR036,Structural Steel / Wide Flange / W360x33 (US W14x22) / AISC [Industry Avg | US],1.22,kg,39.94,linear m,,,,,,7800,kg/m3,32.736,kg/m,4789556099.102.1,industry_average,UL Environment,
STR037,4789556099.102.1,STR037,Structural Steel / Wide Flange / W360x45 (US W14x30) / AISC [Industry Avg | US],1.22,kg,54.46,linear m,,,,,,7800,kg/m3,44.64,kg/m,4789556099.102.1,industry_average,UL Environment,
STR038,4789556099.102.1,STR038,Structural Steel / Wide Flange / W360x51 (US W14x34) / AISC [Industry Avg | US],1.22,kg,61.72,linear m,,,,,,7800,kg/m3,50.59,kg/m,4789556099.102.1,industry_average,UL Environment,
STR039,4789556099.102.1,STR039,Structural Steel / Wide Flange / W360x57 (US W14x38) / AISC [Industry Avg | US],1.22,kg,68.98,linear m,,,,,,7800,kg/m3,56.544,kg/m,4789556099.102.1,industry_average,UL Environment,
STR040,4789556099.102.1,STR040,Structural Steel / Wide Flange / W410x74 (US W16x50) / AISC [Industry Avg | US],1.22,kg,90.28,linear m,,,,,,7800,kg/m3,74,kg/m,4789556099.102.1,industry_average,UL Environment,
STR041,4789556099.102.1,STR041,Structural Steel / Wide Flange / W530x72 (US W21x48) / AISC [Industry Avg | US],1.22,kg,87.84,linear m,,,,,,7800,kg/m3,72,kg/m,4789556099.102.1,industry_average,UL Environment,
STR042,4789556099.102.1,STR042,Structural Steel / Wide Flange / W530x85 (US W21x55) / AISC [Industry Avg | US],1.22,kg,103.7,linear m,,,,,,7800,kg/m3,85,kg/m,4789556099.102.1,industry_average,UL Environment,
19e71c,4789559274.101.1,19e71c,"XPS foam board / DuPont / Styrofoam / HFC-filled / R 5.6-inch, 25 psi",60.8,m2•RSI,60.8,m2•RSI,,,,,,,,,,4789559274.101.1,product_specific,,
175f1a,4789559274.102.1,175f1a,"XPS foam board / DuPont / Styrofoam / Reduced GWP / R 5.6-inch, 25 psi",36.5,m2•RSI,36.5,m2•RSI,,,,,,,,,,4789559274.102.1,product_specific,,
c630d2,4789559274.103.1,c630d2,Polyisocyanurate / Wall Boards / DuPont / Thermax / R 6.5/inch,2.39,m2•RSI,2.39,m2•RSI,,,,,,29.53,kg/m3,,,4789559274.103.1,product_specific,UL Environment,
4k2v0s,4789710952.101.1,4k2v0s,Laminated strand lumber (LSL) / AWC & CWC [Industry Avg | US & CA],274.9,m3,274.9,m3,,,,978.34,0.9,570.22,kg/m3,,,4789710952.101.1,industry_average,UL Environment,
www115,4789733794.104.1,www115,"Window, double-glazed, aluminum frame / Kawneer / OptiQ AA5450, TR-9100, 8400TL, AA6400|6500|6600 / Hung & sliding",188,m2,188,m2,,,,,,,,,,4789733794.104.1,product_specific,UL Environment,
www116,4789733794.106.1,www116,"Window, double-glazed, aluminum frame / Kawneer / Optiq AA4325, 8225TL|TLF, 526, AA 6400|6500, NX-300|3000 / Projected & casement",222,m2,222,m2,,,,,,,,,,4789733794.106.1,product_specific,UL Environment,
20fslq,4789752901.101.1,20fslq,"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)",2380,MT of steel,18.88,kg of steel,,,,,,,,7.932,kg/m,4789752901.101.1,product_specific,UL Environment,
3kg0d7,4789752901.101.1,3kg0d7,"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)",2380,MT of steel,18.21,"m2 floor at 16""oc",,,,,,,,7.653,kg/m,4789752901.101.1,product_specific,UL Environment,
9wmfex,4789752901.101.1,9wmfex,"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)",2380,MT of steel,38.18,kg of steel,,,,,,,,16.04,kg/m,4789752901.101.1,product_specific,UL Environment,
SSS000,4789752901.101.1,SSS000,"Steel studs - Load bearing / ClarkDietrich / 600-S-137-54, 16 gauge",2.38,kg,6.2,"m of ""2x6"" stud",,,,,,7850,kg/m3,2.604,kg/m,4789752901.101.1,product_specific,UL Environment,
SSS002,4789752901.101.1,SSS002,"Steel studs - Non-loadbearing / ClarkDietrich / 362-S-125-18, 20EQ gauge",2.38,kg,1.5,"m of ""2x6"" stud",,,,,,7850,kg/m3,0.6293817,kg/m,4789752901.101.1,product_specific,UL Environment,
bv0gw2,4789752901.101.1,bv0gw2,"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)",2380,MT of steel,49.24,kg of steel,,,,,,,,20.69,kg/m,4789752901.101.1,product_specific,UL Environment,
cd204s,4789752901.101.1,cd204s,Cold-formed steel framing products / ClarkDietrich / cold-form steel by mass (kg),2380,MT of steel,2.38,kg of steel,,,,,,,,,,4789752901.101.1,product_specific,UL Environment,
cx93wm,4789752901.101.1,cx93wm,"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)",2380,MT of steel,26.61,kg of steel,,,,,,,,11.18,kg/m,4789752901.101.1,product_specific,UL Environment,
e923k2,4789752901.101.1,e923k2,"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)",2380,MT of steel,23.52,"m2 floor at 16""oc",,,,,,,,9.884,kg/m,4789752901.101.1,product_specific,UL Environment,
gsl3dd,4789752901.101.1,gsl3dd,"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)",2380,MT of steel,27.11,kg of steel,,,,,,,,11.389,kg/m,4789752901.101.1,product_specific,UL Environment,
v2r3a4,4789752901.101.1,v2r3a4,"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)",2380,MT of steel,12.9,"m2 floor at 16""oc",,,,,,,,5.422,kg/m,4789752901.101.1,product_specific,UL Environment,
xv9sm2,4789752901.101.1,xv9sm2,"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)",2380,MT of steel,34.34,kg of steel,,,,,,,,14.428,kg/m,4789752901.101.1,product_specific,UL Environment,
MPS001,4789771662.103.1,MPS001,Metal Panels - Steel / Metal Building Manufacturers Assn / 24 gauge [Industry Avg | US],1233,100 m2,12.33,m²,,,,,,4.73,kg/m2,,,4789771662.103.1,industry_average,UL Environment,75
rnd601,4789773836.101.1,rnd601,Spray polyurethane foam - Closed Cell (HFO gas) / Huntsman / Heatlok Soya HFO & Heatlok HFO / R 6.5-inch,2.5026,m2•RSI,2.5,m2•RSI,,,,,,38.4,kg/m3,,,4789773836.101.1,product_specific,UL Environment,75
1cgews,4789793365.101.1,1cgews,Rebar / Nucor Corporation / #5,0.863,kg,1.34,m,,,,,,7800,kg/m3,1.556,kg/m,4789793365.101.1,product_specific,UL Environment,
3fxswa,4789793365.101.1,3fxswa,Rebar / Nucor Corporation / #8,0.863,kg,3.44,m,,,,,,7800,kg/m3,3.982,kg/m,4789793365.101.1,product_specific,UL Environment,
3vwqxf,4789793365.101.1,3vwqxf,Rebar / Nucor Corporation / #6,0.863,kg,1.93,m,,,,,,7800,kg/m3,2.24,kg/m,4789793365.101.1,product_specific,UL Environment,
a03cls,4789793365.101.1,a03cls,Rebar / Nucor Corporation / 15M,0.863,kg,1.35,m,,,,,,7800,kg/m3,1.57,kg/m,4789793365.101.1,product_specific,UL Environment,
bomxc2,4789793365.101.1,bomxc2,Rebar / Nucor Corporation / #4,0.863,kg,0.86,m,,,,,,7800,kg/m3,0.996,kg/m,4789793365.101.1,product_specific,UL Environment,
fdk49v,4789793365.101.1,fdk49v,Rebar / Nucor Corporation / #3,0.863,kg,0.48,m,,,,,,7800,kg/m3,0.561,kg/m,4789793365.101.1,product_specific,UL Environment,
g42xas,4789793365.101.1,g42xas,Rebar / Nucor Corporation / #7,0.863,kg,2.63,m,,,,,,7800,kg/m3,3.049,kg/m,4789793365.101.1,product_specific,UL Environment,
l2jfis,4789793365.101.1,l2jfis,Rebar / Nucor Corporation / 10M,0.863,kg,0.68,m,,,,,,7800,kg/m3,0.785,kg/m,4789793365.101.1,product_specific,UL Environment,
sdf38s,4789793365.101.1,sdf38s,Rebar / Nucor Corporation / 20M,0.863,kg,2.03,m,,,,,,7800,kg/m3,2.355,kg/m,4789793365.101.1,product_specific,UL Environment,
CAR000,4789796942.128.2,CAR000,Carpet / Patcraft / Ecoworx carpet tiles with Needlebond polyester Face fiber / 3.71 mm,4.04,m2,4.04,m²,,,,,,2.28,kg/m2,,,4789796942.128.2,product_specific,UL Environment,15
