ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD kg CO2e/common unit,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage kgCO2e/(common unit),Common Unit: kgCO2e / _,WWF Storage Factor kgCO2e/kgC,Carbon content kgC/unit,Units: kgC / _,Biogenic CO2 kg - full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity
W/(mK)",Moisture content %,Mass (kg),Length (m) ,Width (m) ,Depth (m) ,Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,CSI MasterFormat,EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,
STR013,Structural Steel / Wide Flange / W200x42 (US W8x28) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G271),IF(G271<TODAY(),""""Expired """"&TO_TEXT(G271),),ISNUMBER(G271), IF(G271<YEAR(TODAY()),""""Expired """"&G271,),ISBLANK(G271),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x42 (W8x28),,US,US & CA,45328,1.22,kg,=Q271*AI271,linear m,m,ft,,,,,,,,,,,7800,kg/m3,41.7,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2033",TRACI 2.14,GaBi v23,GaBi 2033,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR014,Structural Steel / Wide Flange / W200x59 (US W8x40) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G272),IF(G272<TODAY(),""""Expired """"&TO_TEXT(G272),),ISNUMBER(G272), IF(G272<YEAR(TODAY()),""""Expired """"&G272,),ISBLANK(G272),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x59 (W8x40),,US,US & CA,45328,1.22,kg,=Q272*AI272,linear m,m,ft,,,,,,,,,,,7800,kg/m3,59,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2034",TRACI 2.15,GaBi v24,GaBi 2034,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR015,Structural Steel / Wide Flange / W200x71 (US W8x48) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G273),IF(G273<TODAY(),""""Expired """"&TO_TEXT(G273),),ISNUMBER(G273), IF(G273<YEAR(TODAY()),""""Expired """"&G273,),ISBLANK(G273),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x71 (W8x48),,US,US & CA,45328,1.22,kg,=Q273*AI273,linear m,m,ft,,,,,,,,,,,7800,kg/m3,71,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2035",TRACI 2.16,GaBi v25,GaBi 2035,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR016,Structural Steel / Wide Flange / W250x18 (US W10x12) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G274),IF(G274<TODAY(),""""Expired """"&TO_TEXT(G274),),ISNUMBER(G274), IF(G274<YEAR(TODAY()),""""Expired """"&G274,),ISBLANK(G274),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x18 (W10x12),,US,US & CA,45328,1.22,kg,=Q274*AI274,linear m,m,ft,,,,,,,,,,,7800,kg/m3,17.9,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2036",TRACI 2.17,GaBi v26,GaBi 2036,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR017,Structural Steel / Wide Flange / W250x22 (US W10x15) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G275),IF(G275<TODAY(),""""Expired """"&TO_TEXT(G275),),ISNUMBER(G275), IF(G275<YEAR(TODAY()),""""Expired """"&G275,),ISBLANK(G275),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x22 (W10x15),,US,US & CA,45328,1.22,kg,=Q275*AI275,linear m,m,ft,,,,,,,,,,,7800,kg/m3,22.3,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2037",TRACI 2.18,GaBi v27,GaBi 2037,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR018,Structural Steel / Wide Flange / W250x25 (US W10x17) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G276),IF(G276<TODAY(),""""Expired """"&TO_TEXT(G276),),ISNUMBER(G276), IF(G276<YEAR(TODAY()),""""Expired """"&G276,),ISBLANK(G276),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x25 (W10x17),,US,US & CA,45328,1.22,kg,=Q276*AI276,linear m,m,ft,,,,,,,,,,,7800,kg/m3,25.3,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2038",TRACI 2.19,GaBi v28,GaBi 2038,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR019,Structural Steel / Wide Flange / W250x28 (US W10x19) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G277),IF(G277<TODAY(),""""Expired """"&TO_TEXT(G277),),ISNUMBER(G277), IF(G277<YEAR(TODAY()),""""Expired """"&G277,),ISBLANK(G277),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x28 (W10x19) ,,US,US & CA,45328,1.22,kg,=Q277*AI277,linear m,m,ft,,,,,,,,,,,7800,kg/m3,28.4,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2039",TRACI 2.20,GaBi v29,GaBi 2039,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR020,Structural Steel / Wide Flange / W250x33 (US W10x22) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G278),IF(G278<TODAY(),""""Expired """"&TO_TEXT(G278),),ISNUMBER(G278), IF(G278<YEAR(TODAY()),""""Expired """"&G278,),ISBLANK(G278),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x33 (W10x22),,US,US & CA,45328,1.22,kg,=Q278*AI278,linear m,m,ft,,,,,,,,,,,7800,kg/m3,32.7,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2040",TRACI 2.21,GaBi v30,GaBi 2040,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR021,Structural Steel / Wide Flange / W250x39 (US W10x26) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G279),IF(G279<TODAY(),""""Expired """"&TO_TEXT(G279),),ISNUMBER(G279), IF(G279<YEAR(TODAY()),""""Expired """"&G279,),ISBLANK(G279),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x39 (W10x26),,US,US & CA,45328,1.22,kg,=Q279*AI279,linear m,m,ft,,,,,,,,,,,7800,kg/m3,38.5,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2041",TRACI 2.22,GaBi v31,GaBi 2041,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR022,Structural Steel / Wide Flange / W250x45 (US W10x30) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G280),IF(G280<TODAY(),""""Expired """"&TO_TEXT(G280),),ISNUMBER(G280), IF(G280<YEAR(TODAY()),""""Expired """"&G280,),ISBLANK(G280),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x45 (W10x30),,US,US & CA,45328,1.22,kg,=Q280*AI280,linear m,m,ft,,,,,,,,,,,7800,kg/m3,44.8,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2042",TRACI 2.23,GaBi v32,GaBi 2042,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR023,Structural Steel / Wide Flange / W250x50 (US W10x33) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G281),IF(G281<TODAY(),""""Expired """"&TO_TEXT(G281),),ISNUMBER(G281), IF(G281<YEAR(TODAY()),""""Expired """"&G281,),ISBLANK(G281),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x50 (W10x33),,US,US & CA,45328,1.22,kg,=Q281*AI281,linear m,m,ft,,,,,,,,,,,7800,kg/m3,49.1,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2043",TRACI 2.24,GaBi v33,GaBi 2043,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR024,Structural Steel / Wide Flange / W250x58 (US W10x38) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G282),IF(G282<TODAY(),""""Expired """"&TO_TEXT(G282),),ISNUMBER(G282), IF(G282<YEAR(TODAY()),""""Expired """"&G282,),ISBLANK(G282),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x58 (W10x38),,US,US & CA,45328,1.22,kg,=Q282*AI282,linear m,m,ft,,,,,,,,,,,7800,kg/m3,58,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2044",TRACI 2.25,GaBi v34,GaBi 2044,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR025,Structural Steel / Wide Flange / W250x67 (US W10x45) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G283),IF(G283<TODAY(),""""Expired """"&TO_TEXT(G283),),ISNUMBER(G283), IF(G283<YEAR(TODAY()),""""Expired """"&G283,),ISBLANK(G283),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x67 (W10x45),,US,US & CA,45328,1.22,kg,=Q283*AI283,linear m,m,ft,,,,,,,,,,,7800,kg/m3,67,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2045",TRACI 2.26,GaBi v35,GaBi 2045,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR026,Structural Steel / Wide Flange / W250x73 (US W10x49) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G284),IF(G284<TODAY(),""""Expired """"&TO_TEXT(G284),),ISNUMBER(G284), IF(G284<YEAR(TODAY()),""""Expired """"&G284,),ISBLANK(G284),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x73 (W10x49),,US,US & CA,45328,1.22,kg,=Q284*AI284,linear m,m,ft,,,,,,,,,,,7800,kg/m3,73,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2046",TRACI 2.27,GaBi v36,GaBi 2046,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR027,Structural Steel / Wide Flange / W250x80 (US W10x54) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G285),IF(G285<TODAY(),""""Expired """"&TO_TEXT(G285),),ISNUMBER(G285), IF(G285<YEAR(TODAY()),""""Expired """"&G285,),ISBLANK(G285),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x80 (W10x54),,US,US & CA,45328,1.22,kg,=Q285*AI285,linear m,m,ft,,,,,,,,,,,7800,kg/m3,80,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2047",TRACI 2.28,GaBi v37,GaBi 2047,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR028,Structural Steel / Wide Flange / W250x131 (US W10x88) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G286),IF(G286<TODAY(),""""Expired """"&TO_TEXT(G286),),ISNUMBER(G286), IF(G286<YEAR(TODAY()),""""Expired """"&G286,),ISBLANK(G286),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W250x131 (W10x88),,US,US & CA,45328,1.22,kg,=Q286*AI286,linear m,m,ft,,,,,,,,,,,7800,kg/m3,131,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2048",TRACI 2.29,GaBi v38,GaBi 2048,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR029,Structural Steel / Wide Flange / W310x129 (US W12x87) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G287),IF(G287<TODAY(),""""Expired """"&TO_TEXT(G287),),ISNUMBER(G287), IF(G287<YEAR(TODAY()),""""Expired """"&G287,),ISBLANK(G287),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W310x129 (W12x87),,US,US & CA,45328,1.22,kg,=Q287*AI287,linear m,m,ft,,,,,,,,,,,7800,kg/m3,129,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2049",TRACI 2.30,GaBi v39,GaBi 2049,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR030,Structural Steel / Wide Flange / W310x21 (US W12x14) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G288),IF(G288<TODAY(),""""Expired """"&TO_TEXT(G288),),ISNUMBER(G288), IF(G288<YEAR(TODAY()),""""Expired """"&G288,),ISBLANK(G288),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W310x21 (W12x14),,US,US & CA,45328,1.22,kg,=Q288*AI288,linear m,m,ft,,,,,,,,,,,7800,kg/m3,21,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2050",TRACI 2.31,GaBi v40,GaBi 2050,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR031,Structural Steel / Wide Flange / W310x33 (US W12x22) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G289),IF(G289<TODAY(),""""Expired """"&TO_TEXT(G289),),ISNUMBER(G289), IF(G289<YEAR(TODAY()),""""Expired """"&G289,),ISBLANK(G289),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W310x33 (W12x22),,US,US & CA,45328,1.22,kg,=Q289*AI289,linear m,m,ft,,,,,,,,,,,7800,kg/m3,32.7,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2051",TRACI 2.32,GaBi v41,GaBi 2051,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR032,Structural Steel / Wide Flange / W310x39 (US W12x26) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G290),IF(G290<TODAY(),""""Expired """"&TO_TEXT(G290),),ISNUMBER(G290), IF(G290<YEAR(TODAY()),""""Expired """"&G290,),ISBLANK(G290),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W310x39 (W12x26),,US,US & CA,45328,1.22,kg,=Q290*AI290,linear m,m,ft,,,,,,,,,,,7800,kg/m3,38.5,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2052",TRACI 2.33,GaBi v42,GaBi 2052,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR033,Structural Steel / Wide Flange / W310x45 (US W12x30) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G291),IF(G291<TODAY(),""""Expired """"&TO_TEXT(G291),),ISNUMBER(G291), IF(G291<YEAR(TODAY()),""""Expired """"&G291,),ISBLANK(G291),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W310x45 (W12x30),,US,US & CA,45328,1.22,kg,=Q291*AI291,linear m,m,ft,,,,,,,,,,,7800,kg/m3,44.5,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2053",TRACI 2.34,GaBi v43,GaBi 2053,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR034,Structural Steel / Wide Flange / W310x52 (US W12x35) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G292),IF(G292<TODAY(),""""Expired """"&TO_TEXT(G292),),ISNUMBER(G292), IF(G292<YEAR(TODAY()),""""Expired """"&G292,),ISBLANK(G292),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W310x52 (W12x35),,US,US & CA,45328,1.22,kg,=Q292*AI292,linear m,m,ft,,,,,,,,,,,7800,kg/m3,52,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2054",TRACI 2.35,GaBi v44,GaBi 2054,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR035,Structural Steel / Wide Flange / W310x79 (US W12x53) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G293),IF(G293<TODAY(),""""Expired """"&TO_TEXT(G293),),ISNUMBER(G293), IF(G293<YEAR(TODAY()),""""Expired """"&G293,),ISBLANK(G293),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W310x79 (W12x53),,US,US & CA,45328,1.22,kg,=Q293*AI293,linear m,m,ft,,,,,,,,,,,7800,kg/m3,79,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2055",TRACI 2.36,GaBi v45,GaBi 2055,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR036,Structural Steel / Wide Flange / W360x33 (US W14x22) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G294),IF(G294<TODAY(),""""Expired """"&TO_TEXT(G294),),ISNUMBER(G294), IF(G294<YEAR(TODAY()),""""Expired """"&G294,),ISBLANK(G294),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W360x33 (W14x22),,US,US & CA,45328,1.22,kg,=Q294*AI294,linear m,m,ft,,,,,,,,,,,7800,kg/m3,32.736,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2056",TRACI 2.37,GaBi v46,GaBi 2056,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR037,Structural Steel / Wide Flange / W360x45 (US W14x30) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G295),IF(G295<TODAY(),""""Expired """"&TO_TEXT(G295),),ISNUMBER(G295), IF(G295<YEAR(TODAY()),""""Expired """"&G295,),ISBLANK(G295),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W360x45 (W14x30),,US,US & CA,45328,1.22,kg,=Q295*AI295,linear m,m,ft,,,,,,,,,,,7800,kg/m3,44.64,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2057",TRACI 2.38,GaBi v47,GaBi 2057,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR038,Structural Steel / Wide Flange / W360x51 (US W14x34) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G296),IF(G296<TODAY(),""""Expired """"&TO_TEXT(G296),),ISNUMBER(G296), IF(G296<YEAR(TODAY()),""""Expired """"&G296,),ISBLANK(G296),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W360x51 (W14x34),,US,US & CA,45328,1.22,kg,=Q296*AI296,linear m,m,ft,,,,,,,,,,,7800,kg/m3,50.592,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2058",TRACI 2.39,GaBi v48,GaBi 2058,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
STR039,Structural Steel / Wide Flange / W360x57 (US W14x38) / AISC [Industry Avg | US],TRUE,FALSE,TRUE,FALSE,2026,"=IFERROR(@__xludf.DUMMYFUNCTION(""IFS(ISDATE(G297),IF(G297<TODAY(),""""Expired """"&TO_TEXT(G297),),ISNUMBER(G297), IF(G297<YEAR(TODAY()),""""Expired """"&G297,),ISBLANK(G297),)""),"""")",Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W360x57 (W14x38),,US,US & CA,45328,1.22,kg,=Q297*AI297,linear m,m,ft,,,,,,,,,,,7800,kg/m3,56.544,kg/m,,,,,,,,,,Steel,,Structure,Beam,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2059",TRACI 2.40,GaBi v49,GaBi 2059,,https://drive.google.com/file/d/1sfL_dguVIBVby-kSe1trmJEo8T43YUhS/view?usp=drive_link,
