beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL
891444,4788753451.104.1,,,,,,,2024,,Rubber flooring,Resilient Floor Covering Institute,"Includes tiles and rolls from American Biltrite, Armstrong, Burke, FLEXCO, Johnsonite, Mannington, Roppe, Tarkett",,,,US & CA,,15.6,m²,,,,,,,,,,,,,,,5.6,kg/m2,,,,,,,,,0.002,,,,,,,,4788753451.104.1,Industry average,,UL Environment,,,,,,,,,,
LVT001,4788753451.106.1,,,,,,,2024,,Luxury vinyl tile,Resilient Floor Covering Institute,,2 - 5mm,,,US & CA,,11.9,m²,,,,,,,,,,,,,,,5.9,kg/m2,,,,,,,,,0.002-0.005,,,Vinyl,,,,,4788753451.106.1,Industry average,Resilient Floor Covering Institute,"Thinkstep, Inc.",UL Environment,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,"Part B: Part B: Flooring EPD Requirements UL, v. 2.0 September 2018",TRACI 2.1,GaBi ts 8.7,GaBi 2018 (service pack 36),30,
LIN000,4788756650.101.1,,,,,,,2025-10-01,,Linoleum flooring,Gerflor,DLW Linoleum Acousticplus,4.0 mm sheet style linoleum,,Germany,US,,10.116,m²,,,,,6.99,,,,,,,,,,3.5,kg/m2,,,,,,,,,0.0040,,,Linoleum,,,,,4788756650.101.1,Product-specific,Gerflor,EVEA,UL Environment,External,Maria José Monteagudo Arrebola,,"UL Environment PCR Part B: Flooring EPD Requirements, v2.0 (September 28, 2018)",TRACI 2.1,Simapro 10,Ecoinvent 3.6,25,
LIN003,4788756650.102.1,,,,,,,2025-10-01,,Linoleum flooring,Gerflor,DLW Linoleum Compact,2.5 mm sheet style linoleum,,Germany,US,,6.901,m²,,,,,6.38,,,,,,,,,,2.94,kg/m2,,,,,,,,,0.0025,,,Linoleum,,,,,4788756650.102.1,Product-specific,Gerflor,EVEA,UL Environment,External,Maria José Monteagudo Arrebola,,"UL Environment PCR Part B: Flooring EPD Requirements, v2.0 (September 28, 2018)",TRACI 2.1,Simapro 9,Ecoinvent 3.5,25,
4dadb7,4788863727.101.1,,,,,,,2024,,Ceramic tile,Crossville,Porcelain,Standard grade,,,US,,23.9,m²,,,,,,,,,,,,,,,24.41,kg/m2,,,,,,,,,,,,,,,,,4788863727.101.1,Product-specific,,UL Environment,,,,,,,,,,
5a9ecd,4788873607.102.1,,,,,,,2025,,Carpet,Interface,Cquest BioX,1.5 mm Modular tile carpet,,,US,,-0.256,m²,,,,,4.67,,,,,,,,,,2.8,kg/m2,,,,,,,,,,,,,,,,,4788873607.102.1,Product-specific,,UL Environment,,,,,,,,,15,
MWB006,4789092768.101.1,,,,,,,2024,,Mineral wool batt,Rockwool,Safe'n'Sound,R 4.0-inch,,,US & CA,,1.31,m2•RSI,,,,,,,,,,,,,,,,,2.64000,RSI (m2K/W),4.00,0.0360553,,,,0.089,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,,UL Environment,,,,,,,,,,
MWB008,4789092768.101.1,,,,,,,2024,,Mineral wool board,Rockwool,Cavityrock,R 4.3-inch,,,US & CA,,2.1,m2•RSI,,,,,,,,,,,,,,,,,,,4.30,0.03353981395,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,,UL Environment,,,,,,,,,,
MWB009,4789092768.101.1,,,,,,,2024,,Mineral wool board,Rockwool,Comfortboard 80,R 4.2-inch,,,US & CA,,4.061,m2•RSI,,,,,,,,,,,,,,,128,kg/m3,,,4.20,0.03433838095,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,,UL Environment,,,,,,,,,,
MWB010,4789092768.101.1,,,,,,,2024,,Mineral wool board,Rockwool,Comfortboard 110,R 4.0-inch,,,US & CA,,5.63,m2•RSI,,,,,,,,,,,,,,,,,,,4.00,0.0360553,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,,UL Environment,,,,,,,,,,
MWB011,4789092768.101.1,,,,,,,2024,,Mineral wool board,Rockwool,Toprock DD,R 4.3-inch,,,US & CA,,5.63,m2•RSI,,,,,,,,,,,,,,,,,,,4.30,0.03353981395,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,,UL Environment,,,,,,,,,,
MWB014,4789092768.101.1,,,,,,,2024,,Mineral wool batt,Rockwool,ComfortBatt R-24 (Wood Studs),R 4.4-inch,,,US & CA,,1.70,m2•RSI,,,,,,,,,,,,,,,,,,,4.40,0.0327775,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,Rockwool,,UL Environment,External,IBU – Institut Bauen und Umwelt e.V.,per /ISO 14025/ and /EN 15804/,"Product Category Rules Part A: Calculation Rules for the Life Cycle Assessment
and Requirements on the Background Report, 03.2018
Product Category Rules Part B: Mineral insulating materials, 12.2018",TRACI 2.1,GaBi 8.0.1.257,,75,
MWB017,4789092768.101.1,,,,,,,2024,,Mineral wool batt,Rockwool,ComfortBatt R-23,R 4.2-inch,,,US & CA,,1.44,m2•RSI,,,,,,,,,,,,,,,,,,,4.18,0.0345027,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,Rockwool,,UL Environment,External,IBU – Institut Bauen und Umwelt e.V.,per /ISO 14025/ and /EN 15804/,"Product Category Rules Part A: Calculation Rules for the Life Cycle Assessment
and Requirements on the Background Report, 03.2018
Product Category Rules Part B: Mineral insulating materials, 12.2018",TRACI 2.1,GaBi 8.0.1.257,,75,
MWB018,4789092768.101.1,,,,,,,2024,,Mineral wool batt,Rockwool,ComfortBatt R-15,R 4.3-inch,,,US & CA,,1.31,m2•RSI,,,,,,,,,,,,,,,,,,,4.30,0.0335398,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,Rockwool,,UL Environment,External,IBU – Institut Bauen und Umwelt e.V.,per /ISO 14025/ and /EN 15804/,"Product Category Rules Part A: Calculation Rules for the Life Cycle Assessment
and Requirements on the Background Report, 03.2018
Product Category Rules Part B: Mineral insulating materials, 12.2018",TRACI 2.1,GaBi 8.0.1.257,,75,
MWB019,4789092768.101.1,,,,,,,2024,,Mineral wool batt,Rockwool,"ComfortBatt R-10, R-14, R-22, R-28, R-30, R-32",R 4.0-inch,,,US & CA,,1.18,m2•RSI,,,,,,,,,,,,,,,,,,,4.00,0.0360553,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,Rockwool,,UL Environment,External,IBU – Institut Bauen und Umwelt e.V.,per /ISO 14025/ and /EN 15804/,"Product Category Rules Part A: Calculation Rules for the Life Cycle Assessment
and Requirements on the Background Report, 03.2018
Product Category Rules Part B: Mineral insulating materials, 12.2018",TRACI 2.1,GaBi 8.0.1.257,,75,
MWB020,4789092768.101.1,,,,,,,2024,,Mineral wool batt,Rockwool,ComfortBatt R-24 (Steel Studs),R 4.0-inch,,,US & CA,,1.18,m2•RSI,,,,,,,,,,,,,,,,,,,4.00,0.0360553,,,,,,,,Mineral wool,,,,,4789092768.101.1,Product-specific,Rockwool,,UL Environment,External,IBU – Institut Bauen und Umwelt e.V.,per /ISO 14025/ and /EN 15804/,"Product Category Rules Part A: Calculation Rules for the Life Cycle Assessment
and Requirements on the Background Report, 03.2018
Product Category Rules Part B: Mineral insulating materials, 12.2018",TRACI 2.1,GaBi 8.0.1.257,,75,
CER000,4789101745.101.1,,,,,,,2025,,Ceramic tile,Tile Council of North America,"Includes: American Wonder, Arto, Crossville, Dal-Tile, Del Conca USA, Florida Tile, Interceramic, Ironrock, Porcelanite-Lamosa, Portobello Tile, Quarry Tile, StonePeak Ceramics, Vitromex USA",Industry average.,,US,US & CA,,14.1,m²,,,,,,,,,,,,,,,18.8,kg/m2,,,,,,,,,,,,Ceramic tile,,,,,4789101745.101.1,Industry average,Tile Council of North America,UL Environment,UL Environment,External,Ramboll,ISO 21930:2017,"Flooring EPD requirements, UL 10010-7, v2.0",TRACI 2.1,GaBi 9.2.0.58,GaBi 9.2.0.58,75,
OSB000,4789103593.101.1,,,,,,,2025-07-01,,OSB sheathing,Huber,AdvanTech,"1/2"" Sheathing",,,US,,420,m3,,,,,,,,,,,,,,,662,kg/m3,8.407,"kg/m2 at 1/2""",78.74,m2 @ 1/2'' / m3,,,,,,,,,,,,,4789103593.101.1,Product-specific,Huber,UL,UL,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,,SimaPro v9,,,,
OSB006,4789103593.101.1,,,,,,,2025-07-01,,OSB subflooring,Huber,AdvanTech,"19/32"" Subflooring",,,US,,470,m3,,,,,,,,,,,,,,,670,kg/m3,10.12,"kg/m2 at 1/2""",66.31,m2 @ 19/32'' / m3,,,,,,,,,,,,,4789103593.101.1,Product-specific,Huber,UL,UL,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,,,,,,
2fg4um,4789103593.102.1,,,,,,,2025-07-01,,OSB roof & wall sheathing & barrier system,Huber,ZIP System - Wall and Roof Sheathing,"7/16"" sheathing and protective barrier",,US,US & CA,,380,m³,,,,,,,,,,,,,,,660,kg/m3,10.494,"kg/m2 at  5/8""",,,,,,,0.0159,,,,,,,,4789103593.102.1,Product-specific,Huber,UL,UL,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,,TRACI,SimaPro v9,ecoinvent v3.5,75,
2gy8rd,4789103593.102.1,,,,,,,2025-06-30,,Insulated OSB sheathing & barrier system,Huber,ZIP System - R-12 Insulated Sheathing,"7/16"" osb sheathing, 1"" foam insulation, and protective barrier",,US,US & CA,,260,m³,,,,,,,,,,,,,,,223,kg/m3,,,12,,,,,,0.0619,,,,,,,,4789103593.102.1,Product-specific,Huber,UL Environment,,Internal,"Grant R Martin, UL Environment",,,TRACI,SimaPro v9,ecoinvent v3.5,75,
3lkfm3,4789103593.102.1,,,,,,,2025-06-30,,Insulated OSB sheathing & barrier system,Huber,ZIP System - R-6 Insulated Sheathing,"7/16"" osb sheathing, 1"" foam insulation, and protective barrier",,US,US & CA,,280,m³,,,,,,,,,,,,,,,223,kg/m3,,,6,,,,,,0.0365,,,,,,,,4789103593.102.1,Product-specific,Huber,UL Environment,,Internal,"Grant R Martin, UL Environment",,,TRACI,SimaPro v9,ecoinvent v3.5,75,
7vi3jf,4789103593.102.1,,,,,,,2025-07-01,,OSB roof & wall sheathing & barrier system,Huber,ZIP System - Wall and Roof Sheathing,"7/16"" sheathing and protective barrier",,US,US & CA,,380,m³,,,,,,,,,,,,,,,660,kg/m3,7.26,"kg/m2 at  7/16""",,,,,,,0.0110,,,,,,,,4789103593.102.1,Product-specific,Huber,UL,UL,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,,TRACI,SimaPro v9,ecoinvent v3.5,75,
dsa30i,4789103593.102.1,,,,,,,2025-06-30,,Insulated OSB sheathing & barrier system,Huber,ZIP System - R-3 Insulated Sheathing,"7/16"" osb sheathing, 1/2"" foam insulation, and protective barrier",,US,US & CA,,310,m³,,,,,,,,,,,,,,,325,kg/m3,,,3,,,,,,0.0238,,,,,,,,4789103593.102.1,Product-specific,Huber,UL Environment,,Internal,"Grant R Martin, UL Environment",,,TRACI,SimaPro v9,ecoinvent v3.5,75,
g83od3,4789103593.102.1,,,,,,,2025-07-01,,OSB roof & wall sheathing & barrier system,Huber,ZIP System - Wall and Roof Sheathing,"7/16"" sheathing and protective barrier",,US,US & CA,,380,m³,,,,,,,,,,,,,,,660,kg/m3,8.382,"kg/m2 at  1/2""",,,,,,,0.0127,,,,,,,,4789103593.102.1,Product-specific,Huber,UL,UL,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,,TRACI,SimaPro v9,ecoinvent v3.5,75,
t5ydsd,4789103593.102.1,,,,,,,2025-06-30,,Insulated OSB sheathing & barrier system,Huber,ZIP System - R-9 Insulated Sheathing,"7/16"" osb sheathing, 1"" foam insulation, and protective barrier",,US,US & CA,,260,m³,,,,,,,,,,,,,,,223,kg/m3,,,9,,,,,,0.0492,,,,,,,,4789103593.102.1,Product-specific,Huber,UL Environment,,Internal,"Grant R Martin, UL Environment",,,TRACI,SimaPro v9,ecoinvent v3.5,75,
34db3d,4789289084.103.1,,,,,,,2026,,Metal Panels - Aluminum,Metal Construction Assn.,"Includes: ATAS, DMI, Englert, Fabral,McElroy, Pac-Clad",22 gauge,,,US,,1860,100m2,,,,,,,,,,,,,,,2720,kg/m3,,,,,,,,,0.001,,,,,,,,4789289084.103.1,Industry average,,UL Environment,,,,,,,,,,
98a9cd,4789289084.103.1,,,,,,,2025,,Metal Panels - Steel,Metal Construction Assn.,"Includes: ATAS, DMI, Englert, Fabral,McElroy, Pac-Clad",24 gauge,,,US,,1530,100m2,,,,,,,,,,,,,,,8030,kg/m3,,,,,,,,,0.001,,,,,,,,4789289084.103.1,Industry average,,UL Environment,,External,,,,,,,,
LIN001,4789356590.101.2,,,,,,,2025-10-01,,Linoleum flooring,Tarkett,Lino Acoustic,3.8 mm sheet style linoleum,,EU,US & CA,,2.36,m²,,,,,,,,,,,,,,,3.66,kg/m3,,,,,,,,,0.0038,,,Linoleum,,,,,4789356590.101.2,Product-specific,Tarkett,"Sphera Solutions, Inc.",UL Environment,External,Cooper McCollum,,"EN 16810: Resilient, textile and laminate floor coverings - Environmental product  declarations - Product category rules, August 2017","CML, April 2016",GaBi 10,GaBi 2019.3 (service pack 39),30,
LIN002,4789356590.101.2,,,,,,,2025-10-01,,Linoleum flooring,Tarkett,Veneto Acoustic Cork,4.4 mm sheet style linoleum,,EU,US & CA,,-0.413,m²,,,,,,,,,,,,,,,4.88,kg/m3,,,,,,,,,0.0038,,,Linoleum,,,,,4789356590.101.2,Product-specific,Tarkett,"Sphera Solutions, Inc.",UL Environment,External,Cooper McCollum,,"EN 16810: Resilient, textile and laminate floor coverings - Environmental product  declarations - Product category rules, August 2017","CML, April 2016",GaBi 10,GaBi 2019.3 (service pack 39),30,
LIN004,4789356590.101.2,,,,,,,2025-10-01,,Linoleum flooring,Tarkett,Lino,2.5 mm sheet style linoleum,,EU,US & CA,,-0.6,m²,,,,,,,,,,,,,,,3.18,kg/m2,,,,,,,,,0.0025,,,Linoleum,,,,,4789356590.101.2,Product-specific,Tarkett,"Sphera Solutions, Inc.",UL Environment,External,Cooper McCollum,,"EN 16810: Resilient, textile and laminate floor coverings - Environmental product  declarations - Product category rules, August 2017","CML, April 2016",GaBi 10,GaBi 2019.3 (service pack 39),30,
MPA000,4789365778.101.1,,,,,,,2025,,Metal Panels - Aluminum,Petersen Aluminum Corp,Pac-Clad,20EQ gauge,,US,US & CA,,3840,100m2,,,,,,,,,,,,,,,2.07,kg/m2,207,kg/100m2,,,,,,,,,,Aluminum,,,,,4789365778.101.1,Product-specific,Petersen Aluminum Corp,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Insulated metal panels, metal composite panels and metal cladding: roof and wall panels, UL 2018",TRACI 2.1,GaBi 8.7,GaBi 2019,75,
MPS000,4789365778.101.1,,,,,,,2025,,Metal Panels - Steel,Petersen Aluminum Corp,Pac-Clad,24EQ gauge,,US,US & CA,,1580,100m2,,,,,,,,,,,,,,,2.07,kg/m2,207,kg/100m2,,,,,,,,,,Steel,,,,,4789365778.101.1,Product-specific,Petersen Aluminum Corp,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Insulated metal panels, metal composite panels and metal cladding: roof and wall panels, UL 2018",TRACI 2.1,GaBi 8.7,GaBi 2019,75,
s0gp3f,4789365778.101.1,,,,,,,2025-10-01,,Metal Panels - Aluminum,Petersen Aluminum Corp,"Pac-Clad (new, don't use until EPD concern about 5x lower GWP resolved)",20EQ gauge,,US,N.A. & EU,,384,100m2,,,,,,,,,,,,,,,4.91,kg/m2,,,,,,,,,,,,,,,,,4789365778.101.1,Product-specific,,UL Environment,UL Environment,,,,,,,,,
61aa40,4789400789.101.1,,,,,,,2025,,Asphalt Shingles,Owens Corning,Supreme,,,,US,,2.75,m²,,,,,,,,,,,,,,,9.26,kg/m2,,,,,,,,,,,,,,,,,4789400789.101.1,Product-specific,,UL Environment,,,,,,,,,,
G60979,4789400789.101.1,,,,,,,2025,,Asphalt Shingles,Owens Corning,Duration,,,,US,,3.49,m²,,,,,,,,,,,,,,,10.12,kg/m2,,,,,,,,,,,,,,,,,4789400789.101.1,Product-specific,,UL Environment,,,,,,,,,,
e7ab5a,4789400789.101.1,,,,,,,2025,,Asphalt Shingles,Owens Corning,Oakridge,,,,US,,3.21,m²,,,,,,,,,,,,,,,9.93,kg/m2,,,,,,,,,,,,,,,,,4789400789.101.1,Product-specific,,UL Environment,,,,,,,,,,
f4l2kx,4789410886.101.1,,,,,,,2026-01-01,,Wood fiber board,North American Fiberboard Association,"Includes: Georgia Pacific, Louisville, BPC, Temple-Inland, Blue Ridge, Int'l Bildrite",R 2.7/inch,,,US & CA,,196.13,m3,,,,,437.62,,,,,,,,,,254,kg/m3,13.77212865,kg/m2•RSI,2.66,0.05422097895,,,,,,,,Wood fibre,,,,,4789410886.101.1,Industry average,,UL Environment,,,,,,,,,,
ac0e7f,4789456400.101.1,,,,,,,2025,,Hardwood flooring,mafi,Natural Hardwood Planks,"3/4"", 3 ply laminated solid, oil pre-finished",,,EU,,-8.09,m²,,,,,,,,,,,,,,,12.287,"kg/m2 at 3/4""",,,,,,,,,0.019,,,,,,,,4789456400.101.1,Product-specific,,UL Environment,,,,,,,,,,
GYP000,4789532059.140.1,,,,,,,2026-01-01,,Gypsum panels - glass mat,CertainTeed,GlasRoc Sheathing gypsum board,"5/8""",,,US,,310,92.9m2,,,,,,,,,,,,,,,1165,kg/92.9m2,12.54,kg/m2,,,,,,0.059,,,,Gypsum,,,,,4789532059.140.1,Product-specific,CertainTeed,,UL Environment,External,"Thomas P. Gloria, Ph.D., Industrial Ecology Consultants,",,NSF International PCR for Gypsum Panel Products v. 1e October 2019,,,,,
STR000,4789556099.102.1,,,,,,,2026,,Structural Steel - L-Angle,American Institute of Steel Construction,Hot-rolled strucutural steel,"Angle L 3.5"" x 3.5"" x 1/4""",,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,8.55,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2020",TRACI 2.1,GaBi v10,GaBi 2020,,
STR001,4789556099.102.1,,,,,,,2026,,Structural Steel / Rectangular HSS,American Institute of Steel Construction,Hot-rolled strucutural steel,"Rectangular HSS 8"" x 6"" x 5/16""",,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,41.1,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2021",TRACI 2.2,GaBi v11,GaBi 2021,,
STR002,4789556099.102.1,,,,,,,2026,,Structural Steel / Square HSS,American Institute of Steel Construction,Hot-rolled strucutural steel,"Square HSS 3"" x 3"" x 3/16""",,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,10.3,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2022",TRACI 2.3,GaBi v12,GaBi 2022,,
STR003,4789556099.102.1,,,,,,,2026,,Structural Steel / Square HSS,American Institute of Steel Construction,Hot-rolled strucutural steel,"Square HSS 4"" x 4"" x 1/4""",,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,32.2,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2023",TRACI 2.4,GaBi v13,GaBi 2023,,
STR004,4789556099.102.1,,,,,,,2026,,Structural Steel / Square HSS,American Institute of Steel Construction,Hot-rolled strucutural steel,"Square HSS 5"" x 5"" x 1/4""",,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,23.2,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2024",TRACI 2.5,GaBi v14,GaBi 2024,,
STR005,4789556099.102.1,,,,,,,2026,,Structural Steel / Square HSS,American Institute of Steel Construction,Hot-rolled strucutural steel,"Square HSS 5"" x 5"" x 1/2""",,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,42.3,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2025",TRACI 2.6,GaBi v15,GaBi 2025,,
STR006,4789556099.102.1,,,,,,,2026,,Structural Steel / Square HSS,American Institute of Steel Construction,Hot-rolled strucutural steel,"Square HSS 8"" x 8"" x 1/4""",,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,37.9,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2026",TRACI 2.7,GaBi v16,GaBi 2026,,
STR007,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W150x22 (W6x15),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,22.50,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2027",TRACI 2.8,GaBi v17,GaBi 2027,,
STR008,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W150x30 (W6x20),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,29.8,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2028",TRACI 2.9,GaBi v18,GaBi 2028,,
STR009,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x22 (W8x15),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,22.5,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2029",TRACI 2.10,GaBi v19,GaBi 2029,,
STR010,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x27 (W8x18),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,26.6000,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2030",TRACI 2.11,GaBi v20,GaBi 2030,,
STR011,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x31 (W8x21),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,31.3000,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2031",TRACI 2.12,GaBi v21,GaBi 2031,,
STR012,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x36 (W8x24),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,35.9,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2032",TRACI 2.13,GaBi v22,GaBi 2032,,
STR013,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x42 (W8x28),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,41.7,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2033",TRACI 2.14,GaBi v23,GaBi 2033,,
STR014,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x59 (W8x40),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,59,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2034",TRACI 2.15,GaBi v24,GaBi 2034,,
STR015,4789556099.102.1,,,,,,,2026,,Structural Steel / Wide Flange,American Institute of Steel Construction,Hot-rolled strucutural steel,W200x71 (W8x48),,US,US & CA,,1.22,kg,,,,,,,,,,,,,,,7800,kg/m3,71,kg/m,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry average,American Institute of Steel Construction,UL Environment,UL Environment,External,Industrial Ecology Consultants,ISO 21930:2017,"Designated Steel Construction Product, UL 2035",TRACI 2.16,GaBi v25,GaBi 2035,,
